mac_add,created_time
a0:3b:e3:e6:fe:b2,2016-12-07 13:13:00.000
a2:23:bd:bb:d7:45,2016-12-07 13:13:00.000
aa:94:07:59:8b:65,2016-12-07 13:13:00.000
ac:c1:ee:3a:03:8d,2016-12-07 13:13:00.000
ac:e0:10:16:07:b3,2016-12-07 13:13:00.000
b0:e2:35:71:f7:5d,2016-12-07 13:13:00.000
b4:0b:44:90:df:da,2016-12-07 13:13:00.000
b4:29:3d:01:85:fc,2016-12-07 13:13:00.000
b4:29:3d:01:85:fd,2016-12-07 13:13:00.000
b6:b9:e0:1c:e5:89,2016-12-07 13:13:00.000
b8:09:8a:89:e1:8e,2016-12-07 13:13:00.000
c2:69:3b:7a:4d:17,2016-12-07 13:13:00.000
cc:08:8d:69:87:53,2016-12-07 13:13:00.000
cc:20:e8:b0:3c:2b,2016-12-07 13:13:00.000
d0:65:ca:40:ca:f8,2016-12-07 13:13:00.000
d2:4c:f6:44:2a:84,2016-12-07 13:13:00.000
d2:dd:a4:53:38:24,2016-12-07 13:13:00.000
d8:96:95:5a:fa:d6,2016-12-07 13:13:00.000
da:a1:19:3e:8d:41,2016-12-07 13:13:00.000
da:b2:1b:16:f8:04,2016-12-07 13:13:00.000
dc:2b:2a:20:19:54,2016-12-07 13:13:00.000
e0:06:e6:d3:f4:4d,2016-12-07 13:13:00.000
e4:95:6e:40:68:68,2016-12-07 13:13:00.000
e4:95:6e:40:68:7d,2016-12-07 13:13:00.000
e4:95:6e:40:68:83,2016-12-07 13:13:00.000
e4:95:6e:40:68:f9,2016-12-07 13:13:00.000
e4:95:6e:40:6f:ee,2016-12-07 13:13:00.000
e8:50:8b:e7:91:2f,2016-12-07 13:13:00.000
ec:ad:b8:7c:c1:22,2016-12-07 13:13:00.000
ee:68:08:94:e5:46,2016-12-07 13:13:00.000
ee:a2:ae:36:fb:4f,2016-12-07 13:13:00.000
f2:b4:29:8e:b0:78,2016-12-07 13:13:00.000
f6:c4:49:88:6c:43,2016-12-07 13:13:00.000
f8:23:b2:f0:e9:23,2016-12-07 13:13:00.000
fa:69:b0:be:9d:e0,2016-12-07 13:13:00.000
fc:25:3f:d0:11:2e,2016-12-07 13:13:00.000
fc:db:b3:70:4d:b2,2016-12-07 13:13:00.000
00:08:22:64:be:fb,2016-12-07 13:14:00.000
00:1d:fa:55:5d:0f,2016-12-07 13:14:00.000
00:21:5d:5f:c7:8c,2016-12-07 13:14:00.000
04:e5:36:63:c8:7c,2016-12-07 13:14:00.000
0c:d7:46:cb:a5:b1,2016-12-07 13:14:00.000
0e:07:f8:da:90:65,2016-12-07 13:14:00.000
10:08:b1:8c:81:6b,2016-12-07 13:14:00.000
12:ed:3e:da:3c:bd,2016-12-07 13:14:00.000
18:f6:43:93:25:25,2016-12-07 13:14:00.000
1c:e1:92:34:d7:46,2016-12-07 13:14:00.000
1e:24:ff:6f:04:e8,2016-12-07 13:14:00.000
20:ab:37:02:20:63,2016-12-07 13:14:00.000
20:ab:37:3c:fd:e6,2016-12-07 13:14:00.000
20:ab:37:61:f0:80,2016-12-07 13:14:00.000
22:14:24:a4:6f:9f,2016-12-07 13:14:00.000
24:09:95:4d:bc:42,2016-12-07 13:14:00.000
28:e3:1f:5d:54:24,2016-12-07 13:14:00.000
2a:34:e2:b1:20:ac,2016-12-07 13:14:00.000
2a:39:0f:c4:a3:4e,2016-12-07 13:14:00.000
2c:20:0b:b8:94:89,2016-12-07 13:14:00.000
2e:b5:3b:ba:8e:06,2016-12-07 13:14:00.000
30:9b:ad:ad:99:0d,2016-12-07 13:14:00.000
32:ab:48:87:6d:95,2016-12-07 13:14:00.000
36:d4:bc:17:0b:ac,2016-12-07 13:14:00.000
38:b1:db:e4:f2:ad,2016-12-07 13:14:00.000
3a:6a:f6:36:de:87,2016-12-07 13:14:00.000
40:b8:37:b2:13:27,2016-12-07 13:14:00.000
42:74:af:11:f1:e0,2016-12-07 13:14:00.000
46:c2:c1:f7:ea:f5,2016-12-07 13:14:00.000
46:e4:d3:f2:0e:aa,2016-12-07 13:14:00.000
48:45:20:4d:22:ea,2016-12-07 13:14:00.000
48:e9:f1:a3:39:58,2016-12-07 13:14:00.000
4a:c4:dc:4d:bb:a6,2016-12-07 13:14:00.000
52:02:f8:5f:47:2e,2016-12-07 13:14:00.000
54:35:30:34:33:ba,2016-12-07 13:14:00.000
5a:6f:20:ce:5d:6f,2016-12-07 13:14:00.000
5c:a8:6a:b0:00:3d,2016-12-07 13:14:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 13:14:00.000
5c:f8:a1:93:28:1e,2016-12-07 13:14:00.000
5e:65:62:ce:a7:d0,2016-12-07 13:14:00.000
60:01:94:0f:9b:4e,2016-12-07 13:14:00.000
60:01:94:0f:a0:89,2016-12-07 13:14:00.000
62:1e:e0:d9:6d:bc,2016-12-07 13:14:00.000
64:9a:be:1e:89:c3,2016-12-07 13:14:00.000
64:a5:c3:8e:4c:67,2016-12-07 13:14:00.000
64:cc:2e:7f:3f:28,2016-12-07 13:14:00.000
68:3e:34:83:29:e8,2016-12-07 13:14:00.000
68:96:7b:e2:5f:55,2016-12-07 13:14:00.000
68:df:dd:8f:a1:37,2016-12-07 13:14:00.000
6c:5c:14:ac:cd:e9,2016-12-07 13:14:00.000
6c:72:e7:59:ed:9e,2016-12-07 13:14:00.000
6e:bf:75:68:1d:e7,2016-12-07 13:14:00.000
6e:f2:2d:aa:a2:21,2016-12-07 13:14:00.000
76:3e:3a:5b:bf:10,2016-12-07 13:14:00.000
78:7e:61:a7:cc:b8,2016-12-07 13:14:00.000
7c:c7:09:18:40:44,2016-12-07 13:14:00.000
7e:46:d0:33:5c:9d,2016-12-07 13:14:00.000
7e:d1:7b:8d:fa:ad,2016-12-07 13:14:00.000
80:19:34:7a:58:78,2016-12-07 13:14:00.000
86:88:00:e4:ac:0d,2016-12-07 13:14:00.000
8a:15:04:27:dc:20,2016-12-07 13:14:00.000
8a:15:04:55:9c:40,2016-12-07 13:14:00.000
8e:01:e2:11:ef:fa,2016-12-07 13:14:00.000
8e:79:e8:59:ba:19,2016-12-07 13:14:00.000
8e:c5:1f:05:35:6b,2016-12-07 13:14:00.000
90:18:7c:56:17:2e,2016-12-07 13:14:00.000
90:67:1c:2f:66:ac,2016-12-07 13:14:00.000
90:8d:6c:a1:0c:20,2016-12-07 13:14:00.000
94:db:c9:35:e5:64,2016-12-07 13:14:00.000
9a:c0:d0:ff:96:88,2016-12-07 13:14:00.000
9e:24:8e:9b:90:47,2016-12-07 13:14:00.000
a6:33:9a:c3:9f:50,2016-12-07 13:14:00.000
a6:8f:b2:70:9c:a2,2016-12-07 13:14:00.000
a6:cd:fc:2e:e2:fb,2016-12-07 13:14:00.000
ac:e0:10:16:07:b3,2016-12-07 13:14:00.000
ae:50:3e:e9:62:31,2016-12-07 13:14:00.000
ae:c3:55:92:e6:d9,2016-12-07 13:14:00.000
ae:fe:ea:a8:80:06,2016-12-07 13:14:00.000
b0:e2:35:71:f7:5d,2016-12-07 13:14:00.000
b2:6f:5d:1d:89:3f,2016-12-07 13:14:00.000
b4:29:3d:01:85:fc,2016-12-07 13:14:00.000
b6:b9:e0:1c:e5:89,2016-12-07 13:14:00.000
bc:6c:21:a8:7e:fd,2016-12-07 13:14:00.000
c2:69:3b:7a:4d:17,2016-12-07 13:14:00.000
cc:20:e8:b0:3c:2b,2016-12-07 13:14:00.000
ce:0e:28:46:a1:de,2016-12-07 13:14:00.000
d0:22:be:ca:39:40,2016-12-07 13:14:00.000
d0:65:ca:40:ca:f8,2016-12-07 13:14:00.000
d2:4c:f6:44:2a:84,2016-12-07 13:14:00.000
d8:1d:72:69:0a:ac,2016-12-07 13:14:00.000
d8:96:95:5a:fa:d6,2016-12-07 13:14:00.000
da:a1:19:b2:30:81,2016-12-07 13:14:00.000
da:b2:1b:16:f8:04,2016-12-07 13:14:00.000
da:d6:e6:2e:cb:3f,2016-12-07 13:14:00.000
dc:2b:2a:20:19:54,2016-12-07 13:14:00.000
e0:06:e6:d3:f4:4d,2016-12-07 13:14:00.000
e4:95:6e:40:68:68,2016-12-07 13:14:00.000
e4:95:6e:40:68:7d,2016-12-07 13:14:00.000
e4:95:6e:40:68:83,2016-12-07 13:14:00.000
e4:95:6e:40:68:f9,2016-12-07 13:14:00.000
e4:95:6e:40:6f:ee,2016-12-07 13:14:00.000
e8:50:8b:e7:91:2f,2016-12-07 13:14:00.000
ee:68:08:94:e5:46,2016-12-07 13:14:00.000
ee:a2:ae:36:fb:4f,2016-12-07 13:14:00.000
f2:b4:29:8e:b0:78,2016-12-07 13:14:00.000
fa:b1:3d:70:59:00,2016-12-07 13:14:00.000
fc:25:3f:d0:11:2e,2016-12-07 13:14:00.000
fc:e9:98:ec:a3:23,2016-12-07 13:14:00.000
00:08:22:64:be:fb,2016-12-07 13:15:00.000
00:1d:fa:55:5d:0f,2016-12-07 13:15:00.000
00:21:5d:5f:c7:8c,2016-12-07 13:15:00.000
04:e5:36:63:c8:7c,2016-12-07 13:15:00.000
0a:dc:3a:36:72:e8,2016-12-07 13:15:00.000
0c:d6:bd:1f:4a:f4,2016-12-07 13:15:00.000
0c:d7:46:cb:a5:b1,2016-12-07 13:15:00.000
0e:07:f8:da:90:65,2016-12-07 13:15:00.000
12:ed:3e:da:3c:bd,2016-12-07 13:15:00.000
16:8a:bf:4e:e2:30,2016-12-07 13:15:00.000
1a:83:99:21:41:58,2016-12-07 13:15:00.000
1a:ed:ff:2f:f4:dd,2016-12-07 13:15:00.000
1c:e1:92:34:d7:46,2016-12-07 13:15:00.000
1e:41:24:f8:50:75,2016-12-07 13:15:00.000
20:5d:47:24:91:e4,2016-12-07 13:15:00.000
20:a2:e4:27:88:d7,2016-12-07 13:15:00.000
20:ab:37:61:f0:80,2016-12-07 13:15:00.000
22:9d:0f:91:aa:16,2016-12-07 13:15:00.000
26:b9:22:c2:9b:3d,2016-12-07 13:15:00.000
28:fb:d3:32:ee:ab,2016-12-07 13:15:00.000
2c:5b:b8:32:74:7d,2016-12-07 13:15:00.000
30:9b:ad:ad:99:0d,2016-12-07 13:15:00.000
32:ab:48:87:6d:95,2016-12-07 13:15:00.000
34:80:b3:45:90:09,2016-12-07 13:15:00.000
36:73:58:8d:25:00,2016-12-07 13:15:00.000
36:d4:bc:17:0b:ac,2016-12-07 13:15:00.000
38:b1:db:e4:f2:ad,2016-12-07 13:15:00.000
44:00:10:c8:b4:61,2016-12-07 13:15:00.000
44:04:44:80:65:64,2016-12-07 13:15:00.000
44:33:4c:6f:4d:ef,2016-12-07 13:15:00.000
46:4c:73:1d:1c:ef,2016-12-07 13:15:00.000
48:e9:f1:a3:39:58,2016-12-07 13:15:00.000
54:35:30:34:33:ba,2016-12-07 13:15:00.000
56:9c:c1:ca:c4:2e,2016-12-07 13:15:00.000
5a:6f:20:ce:5d:6f,2016-12-07 13:15:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 13:15:00.000
60:01:94:0f:9b:4e,2016-12-07 13:15:00.000
60:01:94:0f:a0:89,2016-12-07 13:15:00.000
66:83:d1:cf:54:6b,2016-12-07 13:15:00.000
68:3e:34:83:29:e8,2016-12-07 13:15:00.000
68:a3:c4:9d:8e:6c,2016-12-07 13:15:00.000
68:db:ca:48:0e:9c,2016-12-07 13:15:00.000
68:df:dd:8f:a1:37,2016-12-07 13:15:00.000
76:b9:40:0b:77:23,2016-12-07 13:15:00.000
7c:c7:09:18:40:44,2016-12-07 13:15:00.000
7c:e9:d3:63:19:c6,2016-12-07 13:15:00.000
7e:d1:7b:8d:fa:ad,2016-12-07 13:15:00.000
80:19:34:7a:58:78,2016-12-07 13:15:00.000
82:6e:71:a0:a4:5b,2016-12-07 13:15:00.000
84:38:38:7f:79:23,2016-12-07 13:15:00.000
8a:15:04:27:dc:20,2016-12-07 13:15:00.000
8a:15:04:55:9c:40,2016-12-07 13:15:00.000
8e:79:e8:59:ba:19,2016-12-07 13:15:00.000
8e:b4:37:48:b7:84,2016-12-07 13:15:00.000
90:18:7c:56:17:2e,2016-12-07 13:15:00.000
90:67:1c:2f:66:ac,2016-12-07 13:15:00.000
90:e7:c4:92:57:e6,2016-12-07 13:15:00.000
94:db:c9:35:e5:64,2016-12-07 13:15:00.000
96:f2:cd:23:a6:1d,2016-12-07 13:15:00.000
a0:3b:e3:d7:f2:09,2016-12-07 13:15:00.000
a6:33:9a:c3:9f:50,2016-12-07 13:15:00.000
a6:cd:fc:2e:e2:fb,2016-12-07 13:15:00.000
aa:ac:54:a2:d8:a7,2016-12-07 13:15:00.000
ac:e0:10:16:07:b3,2016-12-07 13:15:00.000
b2:6f:5d:1d:89:3f,2016-12-07 13:15:00.000
b2:90:76:ed:3b:02,2016-12-07 13:15:00.000
b4:29:3d:01:85:fd,2016-12-07 13:15:00.000
b6:b9:e0:1c:e5:89,2016-12-07 13:15:00.000
bc:4c:c4:95:c9:31,2016-12-07 13:15:00.000
c2:69:3b:7a:4d:17,2016-12-07 13:15:00.000
c8:25:e1:dc:31:d0,2016-12-07 13:15:00.000
c8:f6:50:9c:5d:d1,2016-12-07 13:15:00.000
ca:a2:3f:e3:9e:35,2016-12-07 13:15:00.000
cc:08:8d:69:87:53,2016-12-07 13:15:00.000
cc:20:e8:b0:3c:2b,2016-12-07 13:15:00.000
d0:65:ca:40:ca:f8,2016-12-07 13:15:00.000
d2:4c:f6:44:2a:84,2016-12-07 13:15:00.000
d2:d4:d6:a8:f4:4a,2016-12-07 13:15:00.000
d8:96:95:5a:fa:d6,2016-12-07 13:15:00.000
da:b2:1b:16:f8:04,2016-12-07 13:15:00.000
dc:2b:2a:20:19:54,2016-12-07 13:15:00.000
de:ca:6e:2e:e4:42,2016-12-07 13:15:00.000
e0:06:e6:d3:f4:4d,2016-12-07 13:15:00.000
e4:95:6e:40:68:68,2016-12-07 13:15:00.000
e4:95:6e:40:68:7d,2016-12-07 13:15:00.000
e4:95:6e:40:68:83,2016-12-07 13:15:00.000
e4:95:6e:40:68:f9,2016-12-07 13:15:00.000
e4:95:6e:40:6f:ee,2016-12-07 13:15:00.000
ee:68:08:94:e5:46,2016-12-07 13:15:00.000
f2:b4:29:8e:b0:78,2016-12-07 13:15:00.000
f4:09:d8:8b:3b:4a,2016-12-07 13:15:00.000
f6:0d:bf:65:0b:26,2016-12-07 13:15:00.000
fc:25:3f:d0:11:2e,2016-12-07 13:15:00.000
fc:db:b3:70:4d:b2,2016-12-07 13:15:00.000
00:08:22:64:be:fb,2016-12-07 13:16:00.000
00:1d:fa:55:5d:0f,2016-12-07 13:16:00.000
00:21:5d:5f:c7:8c,2016-12-07 13:16:00.000
02:58:e2:43:8c:d1,2016-12-07 13:16:00.000
04:e5:36:63:c8:7c,2016-12-07 13:16:00.000
0a:dc:3a:36:72:e8,2016-12-07 13:16:00.000
0c:b3:19:c5:0c:f5,2016-12-07 13:16:00.000
0c:d7:46:cb:a5:b1,2016-12-07 13:16:00.000
0e:07:f8:da:90:65,2016-12-07 13:16:00.000
0e:8e:d8:70:0f:90,2016-12-07 13:16:00.000
10:08:b1:8c:81:6b,2016-12-07 13:16:00.000
16:8a:bf:4e:e2:30,2016-12-07 13:16:00.000
1a:ed:ff:2f:f4:dd,2016-12-07 13:16:00.000
1c:e1:92:34:d7:46,2016-12-07 13:16:00.000
20:55:31:19:8e:81,2016-12-07 13:16:00.000
20:5d:47:24:91:e4,2016-12-07 13:16:00.000
20:a2:e4:27:88:d7,2016-12-07 13:16:00.000
24:09:95:b8:9e:c9,2016-12-07 13:16:00.000
28:fb:d3:32:ee:ab,2016-12-07 13:16:00.000
2e:b1:07:7a:48:2a,2016-12-07 13:16:00.000
30:9b:ad:ad:99:0d,2016-12-07 13:16:00.000
32:17:68:3a:dc:5a,2016-12-07 13:16:00.000
34:80:b3:45:90:09,2016-12-07 13:16:00.000
36:62:3c:39:60:22,2016-12-07 13:16:00.000
38:a4:ed:08:2e:01,2016-12-07 13:16:00.000
38:b1:db:e4:f2:ad,2016-12-07 13:16:00.000
3a:43:61:03:36:3c,2016-12-07 13:16:00.000
40:33:1a:c7:60:ba,2016-12-07 13:16:00.000
44:33:4c:6f:4d:ef,2016-12-07 13:16:00.000
46:97:4d:46:ff:31,2016-12-07 13:16:00.000
48:e9:f1:a3:39:58,2016-12-07 13:16:00.000
54:35:30:34:33:ba,2016-12-07 13:16:00.000
54:9f:13:1c:c0:dd,2016-12-07 13:16:00.000
56:45:9f:73:19:77,2016-12-07 13:16:00.000
56:9c:c1:ca:c4:2e,2016-12-07 13:16:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 13:16:00.000
60:01:94:0f:9b:4e,2016-12-07 13:16:00.000
60:01:94:0f:a0:08,2016-12-07 13:16:00.000
60:01:94:0f:a0:89,2016-12-07 13:16:00.000
66:2e:7f:86:da:1b,2016-12-07 13:16:00.000
66:83:d1:cf:54:6b,2016-12-07 13:16:00.000
68:3e:34:83:29:e8,2016-12-07 13:16:00.000
68:df:dd:8f:a1:37,2016-12-07 13:16:00.000
74:51:ba:69:87:1f,2016-12-07 13:16:00.000
76:04:40:11:25:14,2016-12-07 13:16:00.000
7c:c7:09:18:40:44,2016-12-07 13:16:00.000
7c:e9:d3:63:19:c6,2016-12-07 13:16:00.000
7e:d1:7b:8d:fa:ad,2016-12-07 13:16:00.000
84:38:38:7f:79:23,2016-12-07 13:16:00.000
84:a1:34:15:b9:1f,2016-12-07 13:16:00.000
8a:15:04:27:dc:20,2016-12-07 13:16:00.000
8a:15:04:55:9c:40,2016-12-07 13:16:00.000
8a:78:df:b2:b4:33,2016-12-07 13:16:00.000
8a:a7:a9:5e:8d:43,2016-12-07 13:16:00.000
8e:79:e8:59:ba:19,2016-12-07 13:16:00.000
90:18:7c:56:17:2e,2016-12-07 13:16:00.000
90:67:1c:2f:66:ac,2016-12-07 13:16:00.000
90:e7:c4:92:57:e6,2016-12-07 13:16:00.000
94:94:26:4a:8d:1d,2016-12-07 13:16:00.000
94:db:c9:35:e5:64,2016-12-07 13:16:00.000
96:f2:cd:23:a6:1d,2016-12-07 13:16:00.000
9c:99:a0:a3:18:43,2016-12-07 13:16:00.000
ac:e0:10:16:07:b3,2016-12-07 13:16:00.000
b2:6f:5d:1d:89:3f,2016-12-07 13:16:00.000
ba:75:3a:9e:c1:b5,2016-12-07 13:16:00.000
c2:69:3b:7a:4d:17,2016-12-07 13:16:00.000
c8:85:50:5d:f7:36,2016-12-07 13:16:00.000
ca:74:a1:36:a2:81,2016-12-07 13:16:00.000
ca:a2:3f:e3:9e:35,2016-12-07 13:16:00.000
cc:29:f5:af:c8:a4,2016-12-07 13:16:00.000
ce:4b:0b:01:bb:db,2016-12-07 13:16:00.000
d0:03:4b:a8:84:ac,2016-12-07 13:16:00.000
d0:65:ca:40:ca:f8,2016-12-07 13:16:00.000
d6:a3:c9:e0:49:4c,2016-12-07 13:16:00.000
d8:96:95:5a:fa:d6,2016-12-07 13:16:00.000
d8:bb:2c:c9:aa:c3,2016-12-07 13:16:00.000
da:a1:19:4c:20:d4,2016-12-07 13:16:00.000
da:a1:19:c7:16:27,2016-12-07 13:16:00.000
da:aa:c8:1d:bd:7b,2016-12-07 13:16:00.000
dc:2b:2a:20:19:54,2016-12-07 13:16:00.000
dc:37:14:c6:f4:5f,2016-12-07 13:16:00.000
e0:06:e6:d3:f4:4d,2016-12-07 13:16:00.000
e4:95:6e:40:68:68,2016-12-07 13:16:00.000
e4:95:6e:40:68:7d,2016-12-07 13:16:00.000
e4:95:6e:40:68:83,2016-12-07 13:16:00.000
e4:95:6e:40:68:f9,2016-12-07 13:16:00.000
e4:95:6e:40:6f:ee,2016-12-07 13:16:00.000
e6:04:38:55:77:53,2016-12-07 13:16:00.000
e6:f8:86:7f:5b:d3,2016-12-07 13:16:00.000
ea:05:e3:b6:ee:ab,2016-12-07 13:16:00.000
ee:68:08:94:e5:46,2016-12-07 13:16:00.000
f6:6b:d7:d7:5f:79,2016-12-07 13:16:00.000
f6:c4:49:88:6c:43,2016-12-07 13:16:00.000
fa:54:d7:fc:0c:98,2016-12-07 13:16:00.000
fc:25:3f:d0:11:2e,2016-12-07 13:16:00.000
fc:db:b3:3a:47:3c,2016-12-07 13:16:00.000
00:08:22:64:be:fb,2016-12-07 13:17:00.000
00:21:5d:5f:c7:8c,2016-12-07 13:17:00.000
04:e5:36:63:c8:7c,2016-12-07 13:17:00.000
0a:dc:3a:36:72:e8,2016-12-07 13:17:00.000
0c:b3:19:c5:0c:f5,2016-12-07 13:17:00.000
0c:d7:46:cb:a5:b1,2016-12-07 13:17:00.000
0e:07:f8:da:90:65,2016-12-07 13:17:00.000
10:08:b1:8c:81:6b,2016-12-07 13:17:00.000
18:0c:ac:4a:d9:c6,2016-12-07 13:17:00.000
1a:1c:a4:b2:f6:3c,2016-12-07 13:17:00.000
1a:df:9d:47:a5:5b,2016-12-07 13:17:00.000
1c:e1:92:34:d7:46,2016-12-07 13:17:00.000
20:55:31:19:8e:81,2016-12-07 13:17:00.000
20:5d:47:24:91:e4,2016-12-07 13:17:00.000
20:ab:37:61:f0:80,2016-12-07 13:17:00.000
24:09:95:b8:9e:c9,2016-12-07 13:17:00.000
2e:d0:bf:d9:0e:3f,2016-12-07 13:17:00.000
32:17:68:3a:dc:5a,2016-12-07 13:17:00.000
38:a4:ed:08:2e:01,2016-12-07 13:17:00.000
38:b1:db:e4:f2:ad,2016-12-07 13:17:00.000
3e:e2:49:db:92:6f,2016-12-07 13:17:00.000
44:00:10:c8:b4:61,2016-12-07 13:17:00.000
44:04:44:80:65:64,2016-12-07 13:17:00.000
44:33:4c:6f:4d:ef,2016-12-07 13:17:00.000
46:97:4d:46:ff:31,2016-12-07 13:17:00.000
4a:be:91:82:80:07,2016-12-07 13:17:00.000
54:35:30:34:33:ba,2016-12-07 13:17:00.000
5a:14:12:59:20:f3,2016-12-07 13:17:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 13:17:00.000
60:01:94:0f:9b:4e,2016-12-07 13:17:00.000
60:01:94:0f:a0:08,2016-12-07 13:17:00.000
60:01:94:0f:a0:89,2016-12-07 13:17:00.000
66:2e:7f:86:da:1b,2016-12-07 13:17:00.000
66:83:d1:cf:54:6b,2016-12-07 13:17:00.000
68:3e:34:83:29:e8,2016-12-07 13:17:00.000
68:df:dd:8f:a1:37,2016-12-07 13:17:00.000
6c:25:b9:5e:27:02,2016-12-07 13:17:00.000
6e:f2:2d:aa:a2:21,2016-12-07 13:17:00.000
70:ec:e4:aa:90:d5,2016-12-07 13:17:00.000
72:64:66:d7:7b:e7,2016-12-07 13:17:00.000
76:04:40:11:25:14,2016-12-07 13:17:00.000
7c:c7:09:18:40:44,2016-12-07 13:17:00.000
7c:e9:d3:63:19:c6,2016-12-07 13:17:00.000
80:19:34:7a:58:78,2016-12-07 13:17:00.000
80:ed:2c:35:3a:f3,2016-12-07 13:17:00.000
84:a1:34:15:b9:1f,2016-12-07 13:17:00.000
86:88:00:e4:ac:0d,2016-12-07 13:17:00.000
8a:15:04:27:dc:20,2016-12-07 13:17:00.000
8a:15:04:55:9c:40,2016-12-07 13:17:00.000
8a:78:df:b2:b4:33,2016-12-07 13:17:00.000
8a:cf:e6:fc:16:8b,2016-12-07 13:17:00.000
8e:79:e8:59:ba:19,2016-12-07 13:17:00.000
90:18:7c:56:17:2e,2016-12-07 13:17:00.000
90:67:1c:2f:66:ac,2016-12-07 13:17:00.000
94:db:c9:35:e5:64,2016-12-07 13:17:00.000
9c:99:a0:a3:18:43,2016-12-07 13:17:00.000
ac:e0:10:16:07:b3,2016-12-07 13:17:00.000
b2:60:ac:80:ed:64,2016-12-07 13:17:00.000
b2:6f:5d:1d:89:3f,2016-12-07 13:17:00.000
bc:4c:c4:95:c9:31,2016-12-07 13:17:00.000
c8:25:e1:dc:31:d0,2016-12-07 13:17:00.000
c8:f2:30:43:bb:56,2016-12-07 13:17:00.000
ca:74:a1:36:a2:81,2016-12-07 13:17:00.000
cc:08:8d:2f:9e:6a,2016-12-07 13:17:00.000
ce:4b:0b:01:bb:db,2016-12-07 13:17:00.000
d0:65:ca:40:ca:f8,2016-12-07 13:17:00.000
d2:43:50:1f:9e:21,2016-12-07 13:17:00.000
d8:1d:72:69:0a:ac,2016-12-07 13:17:00.000
d8:96:95:5a:fa:d6,2016-12-07 13:17:00.000
da:a1:19:aa:e8:7a,2016-12-07 13:17:00.000
da:aa:c8:1d:bd:7b,2016-12-07 13:17:00.000
e0:06:e6:d3:f4:4d,2016-12-07 13:17:00.000
e2:c3:7c:da:51:08,2016-12-07 13:17:00.000
e4:95:6e:40:68:68,2016-12-07 13:17:00.000
e4:95:6e:40:68:7d,2016-12-07 13:17:00.000
e4:95:6e:40:68:83,2016-12-07 13:17:00.000
e4:95:6e:40:68:f9,2016-12-07 13:17:00.000
e4:95:6e:40:6f:ee,2016-12-07 13:17:00.000
e8:bb:a8:76:10:3d,2016-12-07 13:17:00.000
ee:68:08:94:e5:46,2016-12-07 13:17:00.000
f4:31:c3:11:11:6a,2016-12-07 13:17:00.000
f6:7d:81:62:dd:80,2016-12-07 13:17:00.000
fc:25:3f:d0:11:2e,2016-12-07 13:17:00.000
fc:db:b3:3a:47:3c,2016-12-07 13:17:00.000
00:08:22:64:be:fb,2016-12-07 13:18:00.000
00:21:5d:5f:c7:8c,2016-12-07 13:18:00.000
02:a8:69:5e:ad:8c,2016-12-07 13:18:00.000
06:1e:40:81:51:d0,2016-12-07 13:18:00.000
0a:dc:3a:36:72:e8,2016-12-07 13:18:00.000
0c:b3:19:c5:0c:f5,2016-12-07 13:18:00.000
0e:07:f8:da:90:65,2016-12-07 13:18:00.000
10:08:b1:8c:81:6b,2016-12-07 13:18:00.000
16:46:5d:3e:d3:02,2016-12-07 13:18:00.000
16:d1:4f:1e:d2:54,2016-12-07 13:18:00.000
1a:09:68:59:4f:24,2016-12-07 13:18:00.000
20:02:af:89:77:01,2016-12-07 13:18:00.000
20:55:31:19:8e:81,2016-12-07 13:18:00.000
20:5d:47:24:91:e4,2016-12-07 13:18:00.000
20:ab:37:61:f0:80,2016-12-07 13:18:00.000
22:1e:f0:b1:23:73,2016-12-07 13:18:00.000
22:3d:56:23:5c:47,2016-12-07 13:18:00.000
22:ad:79:82:66:f6,2016-12-07 13:18:00.000
22:e1:f8:b7:a7:13,2016-12-07 13:18:00.000
24:09:95:b8:9e:c9,2016-12-07 13:18:00.000
28:18:78:30:f5:c3,2016-12-07 13:18:00.000
2c:5b:b8:e5:06:41,2016-12-07 13:18:00.000
32:17:68:3a:dc:5a,2016-12-07 13:18:00.000
36:51:88:5f:22:b7,2016-12-07 13:18:00.000
38:b1:db:e4:f2:ad,2016-12-07 13:18:00.000
3e:9a:22:e7:7c:77,2016-12-07 13:18:00.000
40:33:1a:c7:60:ba,2016-12-07 13:18:00.000
40:33:1a:d2:f0:eb,2016-12-07 13:18:00.000
40:b8:37:b2:13:27,2016-12-07 13:18:00.000
44:04:44:80:65:64,2016-12-07 13:18:00.000
48:45:20:4d:22:ea,2016-12-07 13:18:00.000
48:e9:f1:a3:39:58,2016-12-07 13:18:00.000
4a:7b:aa:06:58:5e,2016-12-07 13:18:00.000
54:35:30:34:33:ba,2016-12-07 13:18:00.000
5c:ad:cf:26:90:6d,2016-12-07 13:18:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 13:18:00.000
60:01:94:0f:9b:4e,2016-12-07 13:18:00.000
60:01:94:0f:a0:89,2016-12-07 13:18:00.000
66:2e:7f:86:da:1b,2016-12-07 13:18:00.000
66:73:ac:75:f9:88,2016-12-07 13:18:00.000
66:83:d1:cf:54:6b,2016-12-07 13:18:00.000
66:a9:fb:c8:7b:47,2016-12-07 13:18:00.000
