mac_add,created_time
cc:78:5f:db:ec:a7,2016-12-07 01:14:00.000
e4:95:6e:40:68:68,2016-12-07 01:14:00.000
e4:95:6e:40:68:7d,2016-12-07 01:14:00.000
e4:95:6e:40:68:f9,2016-12-07 01:14:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:14:00.000
ec:ad:b8:7c:c1:22,2016-12-07 01:14:00.000
1c:e1:92:34:d7:46,2016-12-07 01:15:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:15:00.000
60:01:94:0f:9b:4e,2016-12-07 01:15:00.000
60:01:94:0f:a0:08,2016-12-07 01:15:00.000
60:01:94:0f:a0:89,2016-12-07 01:15:00.000
60:01:94:0f:a4:39,2016-12-07 01:15:00.000
8a:15:04:27:dc:20,2016-12-07 01:15:00.000
8a:15:04:55:9c:40,2016-12-07 01:15:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:15:00.000
b4:29:3d:01:85:fe,2016-12-07 01:15:00.000
b4:29:3d:01:86:00,2016-12-07 01:15:00.000
cc:44:63:7f:21:07,2016-12-07 01:15:00.000
cc:78:5f:db:ec:a7,2016-12-07 01:15:00.000
e4:95:6e:40:68:68,2016-12-07 01:15:00.000
e4:95:6e:40:68:7d,2016-12-07 01:15:00.000
e4:95:6e:40:68:f9,2016-12-07 01:15:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:15:00.000
fc:25:3f:d0:11:2e,2016-12-07 01:15:00.000
1c:e1:92:34:d7:46,2016-12-07 01:16:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:16:00.000
60:01:94:0f:9b:4e,2016-12-07 01:16:00.000
60:01:94:0f:a0:08,2016-12-07 01:16:00.000
60:01:94:0f:a0:89,2016-12-07 01:16:00.000
60:01:94:0f:a4:39,2016-12-07 01:16:00.000
8a:15:04:27:dc:20,2016-12-07 01:16:00.000
8a:15:04:55:9c:40,2016-12-07 01:16:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:16:00.000
b4:29:3d:01:85:fd,2016-12-07 01:16:00.000
b4:29:3d:01:85:fe,2016-12-07 01:16:00.000
c8:f6:50:9c:5d:d1,2016-12-07 01:16:00.000
cc:44:63:7f:21:07,2016-12-07 01:16:00.000
cc:78:5f:db:ec:a7,2016-12-07 01:16:00.000
e4:95:6e:40:68:68,2016-12-07 01:16:00.000
e4:95:6e:40:68:7d,2016-12-07 01:16:00.000
e4:95:6e:40:68:f9,2016-12-07 01:16:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:16:00.000
1c:e1:92:34:d7:46,2016-12-07 01:17:00.000
22:a7:7a:b2:49:a1,2016-12-07 01:17:00.000
4a:b5:c9:90:ee:50,2016-12-07 01:17:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:17:00.000
60:01:94:0f:9b:4e,2016-12-07 01:17:00.000
60:01:94:0f:a0:08,2016-12-07 01:17:00.000
60:01:94:0f:a0:89,2016-12-07 01:17:00.000
60:01:94:0f:a4:39,2016-12-07 01:17:00.000
8a:15:04:27:dc:20,2016-12-07 01:17:00.000
8a:15:04:55:9c:40,2016-12-07 01:17:00.000
96:0e:d2:91:3a:84,2016-12-07 01:17:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:17:00.000
b4:29:3d:01:85:fd,2016-12-07 01:17:00.000
b4:29:3d:01:85:fe,2016-12-07 01:17:00.000
b4:29:3d:01:86:00,2016-12-07 01:17:00.000
cc:44:63:7f:21:07,2016-12-07 01:17:00.000
e4:95:6e:40:68:68,2016-12-07 01:17:00.000
e4:95:6e:40:68:7d,2016-12-07 01:17:00.000
e4:95:6e:40:68:f9,2016-12-07 01:17:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:17:00.000
f2:b4:29:8e:b0:78,2016-12-07 01:17:00.000
1c:e1:92:34:d7:46,2016-12-07 01:18:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:18:00.000
60:01:94:0f:9b:4e,2016-12-07 01:18:00.000
60:01:94:0f:a0:08,2016-12-07 01:18:00.000
60:01:94:0f:a0:89,2016-12-07 01:18:00.000
72:34:2d:f2:91:d9,2016-12-07 01:18:00.000
8a:15:04:27:dc:20,2016-12-07 01:18:00.000
8a:15:04:55:9c:40,2016-12-07 01:18:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:18:00.000
b4:29:3d:01:85:fc,2016-12-07 01:18:00.000
b4:29:3d:01:85:fd,2016-12-07 01:18:00.000
b4:29:3d:01:85:fe,2016-12-07 01:18:00.000
b4:29:3d:01:86:00,2016-12-07 01:18:00.000
c8:f6:50:9c:5d:d1,2016-12-07 01:18:00.000
ca:2e:1e:20:71:1f,2016-12-07 01:18:00.000
cc:44:63:7f:21:07,2016-12-07 01:18:00.000
e4:95:6e:40:68:68,2016-12-07 01:18:00.000
e4:95:6e:40:68:7d,2016-12-07 01:18:00.000
e4:95:6e:40:68:f9,2016-12-07 01:18:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:18:00.000
1c:e1:92:34:d7:46,2016-12-07 01:19:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:19:00.000
60:01:94:0f:9b:4e,2016-12-07 01:19:00.000
60:01:94:0f:a0:08,2016-12-07 01:19:00.000
60:01:94:0f:a0:89,2016-12-07 01:19:00.000
8a:15:04:27:dc:20,2016-12-07 01:19:00.000
8a:15:04:55:9c:40,2016-12-07 01:19:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:19:00.000
b4:29:3d:01:85:fd,2016-12-07 01:19:00.000
b4:29:3d:01:86:00,2016-12-07 01:19:00.000
cc:44:63:7f:21:07,2016-12-07 01:19:00.000
cc:78:5f:db:ec:a7,2016-12-07 01:19:00.000
e4:95:6e:40:68:68,2016-12-07 01:19:00.000
e4:95:6e:40:68:7d,2016-12-07 01:19:00.000
e4:95:6e:40:68:f9,2016-12-07 01:19:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:19:00.000
f2:b4:29:8e:b0:78,2016-12-07 01:19:00.000
1c:e1:92:34:d7:46,2016-12-07 01:20:00.000
5c:cf:7f:21:fb:8a,2016-12-07 01:20:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:20:00.000
60:01:94:0f:9b:4e,2016-12-07 01:20:00.000
60:01:94:0f:a0:08,2016-12-07 01:20:00.000
60:01:94:0f:a0:89,2016-12-07 01:20:00.000
60:01:94:0f:a4:39,2016-12-07 01:20:00.000
8a:15:04:27:dc:20,2016-12-07 01:20:00.000
8a:15:04:55:9c:40,2016-12-07 01:20:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:20:00.000
b4:29:3d:01:85:fe,2016-12-07 01:20:00.000
b4:29:3d:01:86:00,2016-12-07 01:20:00.000
cc:44:63:7f:21:07,2016-12-07 01:20:00.000
cc:78:5f:db:ec:a7,2016-12-07 01:20:00.000
e4:95:6e:40:68:68,2016-12-07 01:20:00.000
e4:95:6e:40:68:7d,2016-12-07 01:20:00.000
e4:95:6e:40:68:f9,2016-12-07 01:20:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:20:00.000
f2:b4:29:8e:b0:78,2016-12-07 01:20:00.000
fc:25:3f:d0:11:2e,2016-12-07 01:20:00.000
1c:e1:92:34:d7:46,2016-12-07 01:21:00.000
5c:cf:7f:22:01:df,2016-12-07 01:21:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:21:00.000
60:01:94:0f:9b:4e,2016-12-07 01:21:00.000
60:01:94:0f:a0:08,2016-12-07 01:21:00.000
60:01:94:0f:a0:89,2016-12-07 01:21:00.000
78:c3:e9:1f:cc:60,2016-12-07 01:21:00.000
8a:15:04:27:dc:20,2016-12-07 01:21:00.000
8a:15:04:55:9c:40,2016-12-07 01:21:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:21:00.000
b4:29:3d:01:85:fd,2016-12-07 01:21:00.000
b4:29:3d:01:86:00,2016-12-07 01:21:00.000
cc:44:63:7f:21:07,2016-12-07 01:21:00.000
cc:78:5f:db:ec:a7,2016-12-07 01:21:00.000
da:a1:19:6b:8b:76,2016-12-07 01:21:00.000
da:a1:19:cc:6b:1f,2016-12-07 01:21:00.000
e4:95:6e:40:68:68,2016-12-07 01:21:00.000
e4:95:6e:40:68:7d,2016-12-07 01:21:00.000
e4:95:6e:40:68:f9,2016-12-07 01:21:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:21:00.000
f2:b4:29:8e:b0:78,2016-12-07 01:21:00.000
14:10:9f:6a:14:a8,2016-12-07 01:22:00.000
18:0c:ac:4a:d9:c6,2016-12-07 01:22:00.000
1c:e1:92:34:d7:46,2016-12-07 01:22:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:22:00.000
60:01:94:0f:9b:4e,2016-12-07 01:22:00.000
60:01:94:0f:a0:08,2016-12-07 01:22:00.000
60:01:94:0f:a0:89,2016-12-07 01:22:00.000
60:01:94:0f:a4:39,2016-12-07 01:22:00.000
8a:15:04:27:dc:20,2016-12-07 01:22:00.000
8a:15:04:55:9c:40,2016-12-07 01:22:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:22:00.000
b4:29:3d:01:85:fe,2016-12-07 01:22:00.000
cc:44:63:7f:21:07,2016-12-07 01:22:00.000
e4:95:6e:40:68:68,2016-12-07 01:22:00.000
e4:95:6e:40:68:7d,2016-12-07 01:22:00.000
e4:95:6e:40:68:f9,2016-12-07 01:22:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:22:00.000
f2:b4:29:8e:b0:78,2016-12-07 01:22:00.000
1c:e1:92:34:d7:46,2016-12-07 01:23:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:23:00.000
60:01:94:0f:9b:4e,2016-12-07 01:23:00.000
60:01:94:0f:a0:08,2016-12-07 01:23:00.000
60:01:94:0f:a0:89,2016-12-07 01:23:00.000
60:01:94:0f:a4:39,2016-12-07 01:23:00.000
8a:15:04:27:dc:20,2016-12-07 01:23:00.000
8a:15:04:55:9c:40,2016-12-07 01:23:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:23:00.000
cc:44:63:7f:21:07,2016-12-07 01:23:00.000
da:a1:19:8a:e7:7d,2016-12-07 01:23:00.000
e4:95:6e:40:68:68,2016-12-07 01:23:00.000
e4:95:6e:40:68:7d,2016-12-07 01:23:00.000
e4:95:6e:40:68:f9,2016-12-07 01:23:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:23:00.000
ec:ad:b8:7c:c1:22,2016-12-07 01:23:00.000
f2:b4:29:8e:b0:78,2016-12-07 01:23:00.000
1c:e1:92:34:d7:46,2016-12-07 01:24:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:24:00.000
60:01:94:0f:9b:4e,2016-12-07 01:24:00.000
60:01:94:0f:a0:08,2016-12-07 01:24:00.000
60:01:94:0f:a0:89,2016-12-07 01:24:00.000
8a:15:04:27:dc:20,2016-12-07 01:24:00.000
8a:15:04:55:9c:40,2016-12-07 01:24:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:24:00.000
b4:29:3d:01:85:fd,2016-12-07 01:24:00.000
b4:29:3d:01:85:fe,2016-12-07 01:24:00.000
b4:29:3d:01:86:00,2016-12-07 01:24:00.000
cc:44:63:7f:21:07,2016-12-07 01:24:00.000
da:a1:19:0c:74:5f,2016-12-07 01:24:00.000
da:a1:19:3a:23:d7,2016-12-07 01:24:00.000
e4:95:6e:40:68:68,2016-12-07 01:24:00.000
e4:95:6e:40:68:7d,2016-12-07 01:24:00.000
e4:95:6e:40:68:f9,2016-12-07 01:24:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:24:00.000
f2:b4:29:8e:b0:78,2016-12-07 01:24:00.000
1c:e1:92:34:d7:46,2016-12-07 01:25:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:25:00.000
60:01:94:0f:9b:4e,2016-12-07 01:25:00.000
60:01:94:0f:a0:08,2016-12-07 01:25:00.000
60:01:94:0f:a0:89,2016-12-07 01:25:00.000
60:01:94:0f:a4:39,2016-12-07 01:25:00.000
8a:15:04:27:dc:20,2016-12-07 01:25:00.000
8a:15:04:55:9c:40,2016-12-07 01:25:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:25:00.000
b4:29:3d:01:85:fe,2016-12-07 01:25:00.000
b4:29:3d:01:86:00,2016-12-07 01:25:00.000
cc:44:63:7f:21:07,2016-12-07 01:25:00.000
cc:78:5f:db:ec:a7,2016-12-07 01:25:00.000
da:a1:19:a2:41:f5,2016-12-07 01:25:00.000
e4:95:6e:40:68:68,2016-12-07 01:25:00.000
e4:95:6e:40:68:7d,2016-12-07 01:25:00.000
e4:95:6e:40:68:f9,2016-12-07 01:25:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:25:00.000
f2:b4:29:8e:b0:78,2016-12-07 01:25:00.000
1c:e1:92:34:b3:5a,2016-12-07 01:26:00.000
1c:e1:92:34:d7:46,2016-12-07 01:26:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:26:00.000
60:01:94:0f:9b:4e,2016-12-07 01:26:00.000
60:01:94:0f:a0:08,2016-12-07 01:26:00.000
60:01:94:0f:a0:89,2016-12-07 01:26:00.000
60:01:94:0f:a4:39,2016-12-07 01:26:00.000
72:34:2d:f2:91:d9,2016-12-07 01:26:00.000
8a:15:04:27:dc:20,2016-12-07 01:26:00.000
8a:15:04:55:9c:40,2016-12-07 01:26:00.000
96:0e:d2:91:3a:84,2016-12-07 01:26:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:26:00.000
b4:29:3d:01:85:fd,2016-12-07 01:26:00.000
b4:29:3d:01:85:fe,2016-12-07 01:26:00.000
cc:44:63:7f:21:07,2016-12-07 01:26:00.000
e4:95:6e:40:68:68,2016-12-07 01:26:00.000
e4:95:6e:40:68:7d,2016-12-07 01:26:00.000
e4:95:6e:40:68:f9,2016-12-07 01:26:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:26:00.000
f2:b4:29:8e:b0:78,2016-12-07 01:26:00.000
fc:25:3f:d0:11:2e,2016-12-07 01:26:00.000
1c:e1:92:34:d7:46,2016-12-07 01:27:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:27:00.000
60:01:94:0f:9b:4e,2016-12-07 01:27:00.000
60:01:94:0f:a0:08,2016-12-07 01:27:00.000
60:01:94:0f:a0:89,2016-12-07 01:27:00.000
60:01:94:0f:a4:39,2016-12-07 01:27:00.000
8a:15:04:27:dc:20,2016-12-07 01:27:00.000
8a:15:04:55:9c:40,2016-12-07 01:27:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:27:00.000
b4:29:3d:01:85:fc,2016-12-07 01:27:00.000
b4:29:3d:01:86:00,2016-12-07 01:27:00.000
cc:44:63:7f:21:07,2016-12-07 01:27:00.000
e4:95:6e:40:68:68,2016-12-07 01:27:00.000
e4:95:6e:40:68:7d,2016-12-07 01:27:00.000
e4:95:6e:40:68:f9,2016-12-07 01:27:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:27:00.000
ec:ad:b8:7c:c1:22,2016-12-07 01:27:00.000
f2:b4:29:8e:b0:78,2016-12-07 01:27:00.000
1c:e1:92:34:d7:46,2016-12-07 01:28:00.000
5c:cf:7f:22:01:df,2016-12-07 01:28:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:28:00.000
60:01:94:0f:9b:4e,2016-12-07 01:28:00.000
60:01:94:0f:a0:08,2016-12-07 01:28:00.000
60:01:94:0f:a0:89,2016-12-07 01:28:00.000
8a:15:04:27:dc:20,2016-12-07 01:28:00.000
8a:15:04:55:9c:40,2016-12-07 01:28:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:28:00.000
b4:29:3d:01:85:fd,2016-12-07 01:28:00.000
b4:29:3d:01:85:fe,2016-12-07 01:28:00.000
b4:29:3d:01:86:00,2016-12-07 01:28:00.000
cc:44:63:7f:21:07,2016-12-07 01:28:00.000
da:a1:19:65:12:42,2016-12-07 01:28:00.000
e4:95:6e:40:68:68,2016-12-07 01:28:00.000
e4:95:6e:40:68:7d,2016-12-07 01:28:00.000
e4:95:6e:40:68:f9,2016-12-07 01:28:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:28:00.000
ec:ad:b8:7c:c1:22,2016-12-07 01:28:00.000
1c:e1:92:34:d7:46,2016-12-07 01:29:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:29:00.000
60:01:94:0f:9b:4e,2016-12-07 01:29:00.000
60:01:94:0f:a0:08,2016-12-07 01:29:00.000
60:01:94:0f:a0:89,2016-12-07 01:29:00.000
8a:15:04:27:dc:20,2016-12-07 01:29:00.000
8a:15:04:55:9c:40,2016-12-07 01:29:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:29:00.000
b4:29:3d:01:85:fd,2016-12-07 01:29:00.000
cc:44:63:7f:21:07,2016-12-07 01:29:00.000
e4:95:6e:40:68:68,2016-12-07 01:29:00.000
e4:95:6e:40:68:7d,2016-12-07 01:29:00.000
e4:95:6e:40:68:f9,2016-12-07 01:29:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:29:00.000
ec:ad:b8:7c:c1:22,2016-12-07 01:29:00.000
1c:e1:92:34:d7:46,2016-12-07 01:30:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:30:00.000
60:01:94:0f:9b:4e,2016-12-07 01:30:00.000
60:01:94:0f:a0:08,2016-12-07 01:30:00.000
60:01:94:0f:a0:89,2016-12-07 01:30:00.000
8a:15:04:27:dc:20,2016-12-07 01:30:00.000
8a:15:04:55:9c:40,2016-12-07 01:30:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:30:00.000
b4:29:3d:01:85:fc,2016-12-07 01:30:00.000
cc:44:63:7f:21:07,2016-12-07 01:30:00.000
cc:78:5f:db:ec:a7,2016-12-07 01:30:00.000
e4:95:6e:40:68:68,2016-12-07 01:30:00.000
e4:95:6e:40:68:7d,2016-12-07 01:30:00.000
e4:95:6e:40:68:f9,2016-12-07 01:30:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:30:00.000
ec:ad:b8:7c:c1:22,2016-12-07 01:30:00.000
1c:e1:92:34:d7:46,2016-12-07 01:31:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:31:00.000
60:01:94:0f:9b:4e,2016-12-07 01:31:00.000
60:01:94:0f:a0:08,2016-12-07 01:31:00.000
60:01:94:0f:a0:89,2016-12-07 01:31:00.000
60:01:94:0f:a4:39,2016-12-07 01:31:00.000
8a:15:04:27:dc:20,2016-12-07 01:31:00.000
8a:15:04:55:9c:40,2016-12-07 01:31:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:31:00.000
b4:29:3d:01:85:fc,2016-12-07 01:31:00.000
b4:29:3d:01:85:fe,2016-12-07 01:31:00.000
b4:29:3d:01:86:00,2016-12-07 01:31:00.000
c2:a3:96:40:a5:ee,2016-12-07 01:31:00.000
cc:44:63:7f:21:07,2016-12-07 01:31:00.000
cc:78:5f:db:ec:a7,2016-12-07 01:31:00.000
da:a1:19:1a:cc:80,2016-12-07 01:31:00.000
da:a1:19:25:c4:78,2016-12-07 01:31:00.000
da:a1:19:8f:d3:be,2016-12-07 01:31:00.000
da:a1:19:e4:28:dc,2016-12-07 01:31:00.000
e4:95:6e:40:68:68,2016-12-07 01:31:00.000
e4:95:6e:40:68:7d,2016-12-07 01:31:00.000
e4:95:6e:40:68:f9,2016-12-07 01:31:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:31:00.000
f2:b4:29:8e:b0:78,2016-12-07 01:31:00.000
14:10:9f:6a:14:a8,2016-12-07 01:32:00.000
1c:e1:92:34:d7:46,2016-12-07 01:32:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:32:00.000
60:01:94:0f:9b:4e,2016-12-07 01:32:00.000
60:01:94:0f:a0:08,2016-12-07 01:32:00.000
60:01:94:0f:a0:89,2016-12-07 01:32:00.000
8a:15:04:27:dc:20,2016-12-07 01:32:00.000
8a:15:04:55:9c:40,2016-12-07 01:32:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:32:00.000
b4:29:3d:01:85:fc,2016-12-07 01:32:00.000
b4:29:3d:01:86:00,2016-12-07 01:32:00.000
cc:44:63:7f:21:07,2016-12-07 01:32:00.000
cc:78:5f:db:ec:a7,2016-12-07 01:32:00.000
e4:95:6e:40:68:68,2016-12-07 01:32:00.000
e4:95:6e:40:68:7d,2016-12-07 01:32:00.000
e4:95:6e:40:68:f9,2016-12-07 01:32:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:32:00.000
00:1d:fa:55:5d:0f,2016-12-07 01:33:00.000
14:10:9f:6a:14:a8,2016-12-07 01:33:00.000
1c:e1:92:34:d7:46,2016-12-07 01:33:00.000
2c:f0:ee:86:bd:51,2016-12-07 01:33:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:33:00.000
60:01:94:0f:9b:4e,2016-12-07 01:33:00.000
60:01:94:0f:a0:08,2016-12-07 01:33:00.000
60:01:94:0f:a0:89,2016-12-07 01:33:00.000
60:01:94:0f:a4:39,2016-12-07 01:33:00.000
8a:15:04:27:dc:20,2016-12-07 01:33:00.000
8a:15:04:55:9c:40,2016-12-07 01:33:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:33:00.000
b4:29:3d:01:85:fc,2016-12-07 01:33:00.000
b4:29:3d:01:86:00,2016-12-07 01:33:00.000
cc:44:63:7f:21:07,2016-12-07 01:33:00.000
da:a1:19:03:47:fb,2016-12-07 01:33:00.000
da:a1:19:29:c8:7c,2016-12-07 01:33:00.000
da:a1:19:b5:97:1e,2016-12-07 01:33:00.000
e4:95:6e:40:68:68,2016-12-07 01:33:00.000
e4:95:6e:40:68:7d,2016-12-07 01:33:00.000
e4:95:6e:40:68:f9,2016-12-07 01:33:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:33:00.000
1c:e1:92:34:d7:46,2016-12-07 01:34:00.000
22:a7:7a:b2:49:a1,2016-12-07 01:34:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:34:00.000
60:01:94:0f:9b:4e,2016-12-07 01:34:00.000
60:01:94:0f:a0:08,2016-12-07 01:34:00.000
60:01:94:0f:a0:89,2016-12-07 01:34:00.000
72:34:2d:f2:91:d9,2016-12-07 01:34:00.000
8a:15:04:27:dc:20,2016-12-07 01:34:00.000
8a:15:04:55:9c:40,2016-12-07 01:34:00.000
8a:e8:4f:11:97:b4,2016-12-07 01:34:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:34:00.000
b4:29:3d:01:85:fd,2016-12-07 01:34:00.000
b4:29:3d:01:85:fe,2016-12-07 01:34:00.000
b4:29:3d:01:86:00,2016-12-07 01:34:00.000
cc:44:63:7f:21:07,2016-12-07 01:34:00.000
e4:95:6e:40:68:68,2016-12-07 01:34:00.000
e4:95:6e:40:68:7d,2016-12-07 01:34:00.000
e4:95:6e:40:68:f9,2016-12-07 01:34:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:34:00.000
fc:25:3f:d0:11:2e,2016-12-07 01:34:00.000
14:10:9f:6a:14:a8,2016-12-07 01:35:00.000
1c:e1:92:34:d7:46,2016-12-07 01:35:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:35:00.000
60:01:94:0f:9b:4e,2016-12-07 01:35:00.000
60:01:94:0f:a0:08,2016-12-07 01:35:00.000
60:01:94:0f:a0:89,2016-12-07 01:35:00.000
8a:15:04:27:dc:20,2016-12-07 01:35:00.000
8a:15:04:55:9c:40,2016-12-07 01:35:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:35:00.000
b4:29:3d:01:85:fc,2016-12-07 01:35:00.000
b4:29:3d:01:85:fd,2016-12-07 01:35:00.000
b4:29:3d:01:85:fe,2016-12-07 01:35:00.000
b4:29:3d:01:86:00,2016-12-07 01:35:00.000
cc:44:63:7f:21:07,2016-12-07 01:35:00.000
da:a1:19:b6:55:40,2016-12-07 01:35:00.000
e4:95:6e:40:68:68,2016-12-07 01:35:00.000
e4:95:6e:40:68:7d,2016-12-07 01:35:00.000
e4:95:6e:40:68:f9,2016-12-07 01:35:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:35:00.000
1c:e1:92:34:d7:46,2016-12-07 01:36:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:36:00.000
60:01:94:0f:9b:4e,2016-12-07 01:36:00.000
60:01:94:0f:a0:08,2016-12-07 01:36:00.000
60:01:94:0f:a0:89,2016-12-07 01:36:00.000
60:01:94:0f:a4:39,2016-12-07 01:36:00.000
8a:15:04:27:dc:20,2016-12-07 01:36:00.000
8a:15:04:55:9c:40,2016-12-07 01:36:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:36:00.000
b4:29:3d:01:85:fc,2016-12-07 01:36:00.000
b4:29:3d:01:85:fd,2016-12-07 01:36:00.000
b4:29:3d:01:85:fe,2016-12-07 01:36:00.000
b4:29:3d:01:86:00,2016-12-07 01:36:00.000
cc:44:63:7f:21:07,2016-12-07 01:36:00.000
e4:95:6e:40:68:68,2016-12-07 01:36:00.000
e4:95:6e:40:68:7d,2016-12-07 01:36:00.000
e4:95:6e:40:68:f9,2016-12-07 01:36:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:36:00.000
ec:ad:b8:7c:c1:22,2016-12-07 01:36:00.000
f2:b4:29:8e:b0:78,2016-12-07 01:36:00.000
fc:25:3f:d0:11:2e,2016-12-07 01:36:00.000
1c:e1:92:34:d7:46,2016-12-07 01:37:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:37:00.000
60:01:94:0f:9b:4e,2016-12-07 01:37:00.000
60:01:94:0f:a0:08,2016-12-07 01:37:00.000
60:01:94:0f:a0:89,2016-12-07 01:37:00.000
8a:15:04:27:dc:20,2016-12-07 01:37:00.000
8a:15:04:55:9c:40,2016-12-07 01:37:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:37:00.000
ae:73:3f:b8:60:ab,2016-12-07 01:37:00.000
b4:29:3d:01:85:fd,2016-12-07 01:37:00.000
b4:29:3d:01:85:fe,2016-12-07 01:37:00.000
b4:29:3d:01:86:00,2016-12-07 01:37:00.000
cc:44:63:7f:21:07,2016-12-07 01:37:00.000
cc:78:5f:db:ec:a7,2016-12-07 01:37:00.000
e4:95:6e:40:68:68,2016-12-07 01:37:00.000
e4:95:6e:40:68:7d,2016-12-07 01:37:00.000
e4:95:6e:40:68:f9,2016-12-07 01:37:00.000
e4:95:6e:40:6f:ee,2016-12-07 01:37:00.000
1c:e1:92:34:d7:46,2016-12-07 01:38:00.000
5c:cf:7f:d3:2e:ce,2016-12-07 01:38:00.000
60:01:94:0f:9b:4e,2016-12-07 01:38:00.000
60:01:94:0f:a0:08,2016-12-07 01:38:00.000
60:01:94:0f:a0:89,2016-12-07 01:38:00.000
60:01:94:0f:a4:39,2016-12-07 01:38:00.000
8a:15:04:27:dc:20,2016-12-07 01:38:00.000
8a:15:04:55:9c:40,2016-12-07 01:38:00.000
ac:f7:f3:bf:78:ca,2016-12-07 01:38:00.000
b4:29:3d:01:85:fc,2016-12-07 01:38:00.000
b4:29:3d:01:85:fd,2016-12-07 01:38:00.000
b4:29:3d:01:86:00,2016-12-07 01:38:00.000
c4:f0:81:91:e6:d5,2016-12-07 01:38:00.000
cc:44:63:7f:21:07,2016-12-07 01:38:00.000
cc:78:5f:db:ec:a7,2016-12-07 01:38:00.000
da:a1:19:3a:d9:8d,2016-12-07 01:38:00.000
da:a1:19:e8:9a:4e,2016-12-07 01:38:00.000
de:a3:22:fb:48:38,2016-12-07 01:38:00.000
e4:95:6e:40:68:68,2016-12-07 01:38:00.000
e4:95:6e:40:68:7d,2016-12-07 01:38:00.000
e4:95:6e:40:68:f9,2016-12-07 01:38:00.000
