country,first_name,gender,gender_id,image_URL,last_name,party
Germany,Gerald,Male,2,http://ep.ngo.im/mepphoto/96758.jpg,HÄFNER,Verts/ALE
"United Kingdom",Fiona,Female,1,http://ep.ngo.im/mepphoto/28477.jpg,HALL,ALDE
Germany,Thomas,Male,2,http://ep.ngo.im/mepphoto/96851.jpg,HÄNDEL,GUE/NGL
Poland,Małgorzata,Female,1,http://ep.ngo.im/mepphoto/28275.jpg,HANDZLIK,PPE
Hungary,Ágnes,Female,1,http://ep.ngo.im/mepphoto/96707.jpg,HANKISS,PPE
"United Kingdom",Daniel,Male,2,http://ep.ngo.im/mepphoto/4555.jpg,HANNAN,ECR
"United Kingdom",Malcolm,Male,2,http://ep.ngo.im/mepphoto/4538.jpg,HARBOUR,ECR
Ireland,Marian,Female,1,http://ep.ngo.im/mepphoto/28116.jpg,HARKIN,ALDE
Germany,Rebecca,Female,1,http://ep.ngo.im/mepphoto/28233.jpg,HARMS,Verts/ALE
Netherlands,Lucas,Male,2,http://ep.ngo.im/mepphoto/103132.jpg,HARTONG,"NA,NI"
Finland,Satu,Female,1,http://ep.ngo.im/mepphoto/28321.jpg,HASSI,Verts/ALE
Germany,Jutta,Female,1,http://ep.ngo.im/mepphoto/1914.jpg,HAUG,S&D
Germany,Martin,Male,2,http://ep.ngo.im/mepphoto/96752.jpg,HÄUSLING,Verts/ALE
Sweden,Anna,Female,1,http://ep.ngo.im/mepphoto/28131.jpg,HEDH,S&D
Romania,Eduard-Raul,Male,2,http://ep.ngo.im/mepphoto/37448.jpg,HELLVIG,ALDE
"United Kingdom",Roger,Male,2,http://ep.ngo.im/mepphoto/4516.jpg,HELMER,EFD
France,Jacky,Male,2,http://ep.ngo.im/mepphoto/28215.jpg,HÉNIN,GUE/NGL
Hungary,Edit,Female,1,http://ep.ngo.im/mepphoto/28155.jpg,HERCZOG,S&D
Spain,Esther,Female,1,http://ep.ngo.im/mepphoto/22418.jpg,"HERRANZ GARCÍA",PPE
Poland,"Jolanta Emilia",Female,1,http://ep.ngo.im/mepphoto/96753.jpg,HIBNER,PPE
Ireland,Jim,Male,2,http://ep.ngo.im/mepphoto/28117.jpg,HIGGINS,PPE
Germany,Nadja,Female,1,http://ep.ngo.im/mepphoto/96872.jpg,HIRSCH,ALDE
France,Liem,Male,2,http://ep.ngo.im/mepphoto/96950.jpg,"HOANG NGOC",S&D
Germany,Monika,Female,1,http://ep.ngo.im/mepphoto/96780.jpg,HOHLMEIER,PPE
Sweden,Gunnar,Male,2,http://ep.ngo.im/mepphoto/28124.jpg,HÖKMARK,PPE
"United Kingdom",Mary,Female,1,http://ep.ngo.im/mepphoto/5846.jpg,HONEYBALL,S&D
France,Brice,Male,2,http://ep.ngo.im/mepphoto/5565.jpg,HORTEFEUX,PPE
"United Kingdom",Richard,Male,2,http://ep.ngo.im/mepphoto/2073.jpg,HOWITT,S&D
Poland,"Danuta Maria",Female,1,http://ep.ngo.im/mepphoto/96779.jpg,HÜBNER,PPE
"United Kingdom",Ian,Male,2,http://ep.ngo.im/mepphoto/2338.jpg,HUDGHTON,Verts/ALE
"United Kingdom",Stephen,Male,2,http://ep.ngo.im/mepphoto/1407.jpg,HUGHES,S&D
Bulgaria,"Filiz Hakaeva",Female,1,http://ep.ngo.im/mepphoto/34249.jpg,HYUSMENOVA,ALDE
Italy,Salvatore,Male,2,http://ep.ngo.im/mepphoto/96818.jpg,IACOLINO,PPE
Sweden,Anna,Female,1,http://ep.ngo.im/mepphoto/28125.jpg,IBRISAGIC,PPE
Bulgaria,Stanimir,Male,2,http://ep.ngo.im/mepphoto/34235.jpg,ILCHEV,ALDE
Lithuania,Juozas,Male,2,http://ep.ngo.im/mepphoto/96693.jpg,IMBRASAS,EFD
Bulgaria,"Iliana Malinova",Female,1,http://ep.ngo.im/mepphoto/38605.jpg,IOTOVA,S&D
Italy,Vincenzo,Male,2,http://ep.ngo.im/mepphoto/97130.jpg,IOVINE,S&D
Spain,Iñaki,Male,2,http://ep.ngo.im/mepphoto/119875.jpg,"IRAZABALBEITIA FERNÁNDEZ",Verts/ALE
Spain,María,Female,1,http://ep.ngo.im/mepphoto/105192.jpg,"IRIGOYEN PÉREZ",S&D
Spain,"Carlos José",Male,2,http://ep.ngo.im/mepphoto/28398.jpg,"ITURGAIZ ANGULO",PPE
Romania,"Cătălin Sorin",Male,2,http://ep.ngo.im/mepphoto/96857.jpg,IVAN,S&D
Netherlands,Laurence,Female,1,http://ep.ngo.im/mepphoto/96905.jpg,"J.A.J. STASSEN","NA,NI"
Finland,Liisa,Female,1,http://ep.ngo.im/mepphoto/96684.jpg,JAAKONSAARI,S&D
Finland,Anneli,Female,1,http://ep.ngo.im/mepphoto/28314.jpg,JÄÄTTEENMÄKI,ALDE
France,Yannick,Male,2,http://ep.ngo.im/mepphoto/96740.jpg,JADOT,Verts/ALE
Germany,Peter,Male,2,http://ep.ngo.im/mepphoto/96772.jpg,JAHR,PPE
Hungary,Lívia,Female,1,http://ep.ngo.im/mepphoto/28141.jpg,JÁRÓKA,PPE
Poland,Danuta,Female,1,http://ep.ngo.im/mepphoto/96781.jpg,JAZŁOWIECKA,PPE
Poland,"Sidonia Elżbieta",Female,1,http://ep.ngo.im/mepphoto/96782.jpg,JĘDRZEJEWSKA,PPE
Germany,Elisabeth,Female,1,http://ep.ngo.im/mepphoto/4271.jpg,JEGGLE,PPE
Spain,Teresa,Female,1,http://ep.ngo.im/mepphoto/96806.jpg,"JIMÉNEZ-BECERRIL BARRIO",PPE
Sweden,Kent,Male,2,http://ep.ngo.im/mepphoto/110365.jpg,JOHANSSON,ALDE
France,Eva,Female,1,http://ep.ngo.im/mepphoto/96883.jpg,JOLY,Verts/ALE
Netherlands,"Cornelis de",Male,2,http://ep.ngo.im/mepphoto/96748.jpg,JONG,GUE/NGL
Slovenia,Romana,Female,1,http://ep.ngo.im/mepphoto/28291.jpg,JORDAN,PPE
Denmark,Dan,Male,2,http://ep.ngo.im/mepphoto/28156.jpg,JØRGENSEN,S&D
France,Philippe,Male,2,http://ep.ngo.im/mepphoto/96884.jpg,JUVIN,PPE
Austria,Heinz,Male,2,http://ep.ngo.im/mepphoto/107041.jpg,"K. BECKER",PPE
Slovenia,Jelko,Male,2,http://ep.ngo.im/mepphoto/23691.jpg,KACIN,ALDE
Poland,Filip,Male,2,http://ep.ngo.im/mepphoto/28280.jpg,KACZMAREK,PPE
Austria,Karin,Female,1,http://ep.ngo.im/mepphoto/97014.jpg,KADENBACH,S&D
Bulgaria,Ivailo,Male,2,http://ep.ngo.im/mepphoto/96807.jpg,KALFIN,S&D
Poland,Jarosław,Male,2,http://ep.ngo.im/mepphoto/96771.jpg,KALINOWSKI,PPE
Latvia,Sandra,Female,1,http://ep.ngo.im/mepphoto/96934.jpg,KALNIETE,PPE
"United Kingdom",Syed,Male,2,http://ep.ngo.im/mepphoto/33569.jpg,KAMALL,ECR
Poland,"Michał Tomasz",Male,2,http://ep.ngo.im/mepphoto/23792.jpg,KAMIŃSKI,ECR
Netherlands,"Patricia van der",Female,1,http://ep.ngo.im/mepphoto/115868.jpg,KAMMEN,"NA,NI"
Germany,Petra,Female,1,http://ep.ngo.im/mepphoto/96837.jpg,KAMMEREVERT,S&D
Austria,Othmar,Male,2,http://ep.ngo.im/mepphoto/4246.jpg,KARAS,PPE
"United Kingdom",Sajjad,Male,2,http://ep.ngo.im/mepphoto/28481.jpg,KARIM,ECR
Latvia,Krišjānis,Male,2,http://ep.ngo.im/mepphoto/96901.jpg,KARIŅŠ,PPE
Germany,Martin,Male,2,http://ep.ngo.im/mepphoto/25919.jpg,KASTLER,PPE
Bulgaria,Metin,Male,2,http://ep.ngo.im/mepphoto/38613.jpg,KAZAK,ALDE
Estonia,Tunne,Male,2,http://ep.ngo.im/mepphoto/28424.jpg,KELAM,PPE
Germany,Franziska,Female,1,http://ep.ngo.im/mepphoto/96734.jpg,KELLER,Verts/ALE
Ireland,Seán,Male,2,http://ep.ngo.im/mepphoto/96668.jpg,KELLY,PPE
France,Nicole,Female,1,http://ep.ngo.im/mepphoto/96737.jpg,KIIL-NIELSEN,Verts/ALE
Bulgaria,Evgeni,Male,2,http://ep.ngo.im/mepphoto/34231.jpg,KIRILOV,S&D
"United Kingdom",Timothy,Male,2,http://ep.ngo.im/mepphoto/4542.jpg,KIRKHOPE,ECR
Germany,Christa,Female,1,http://ep.ngo.im/mepphoto/1929.jpg,KLASS,PPE
Slovenia,Mojca,Female,1,http://ep.ngo.im/mepphoto/23413.jpg,"KLEVA KEKUŠ",S&D
Germany,Wolf,Male,2,http://ep.ngo.im/mepphoto/28244.jpg,KLINZ,ALDE
Germany,Jürgen,Male,2,http://ep.ngo.im/mepphoto/96769.jpg,KLUTE,GUE/NGL
Germany,Silvana,Female,1,http://ep.ngo.im/mepphoto/28241.jpg,KOCH-MEHRIN,ALDE
Germany,Dieter-Lebrecht,Male,2,http://ep.ngo.im/mepphoto/1852.jpg,KOCH,PPE
"Czech Republic",Jaromír,Male,2,http://ep.ngo.im/mepphoto/28331.jpg,KOHLÍČEK,GUE/NGL
Poland,Lena,Female,1,http://ep.ngo.im/mepphoto/96785.jpg,KOLARSKA-BOBIŃSKA,PPE
Greece,"Maria Eleni",Female,1,http://ep.ngo.im/mepphoto/39319.jpg,KOPPA,S&D
Finland,Eija-Riitta,Female,1,http://ep.ngo.im/mepphoto/4260.jpg,KORHOLA,PPE
Hungary,Ádám,Male,2,http://ep.ngo.im/mepphoto/96829.jpg,KÓSA,PPE
Austria,Elisabeth,Female,1,http://ep.ngo.im/mepphoto/96882.jpg,KÖSTINGER,PPE
Greece,Georgios,Male,2,http://ep.ngo.im/mepphoto/97011.jpg,KOUMOUTSAKOS,PPE
Hungary,Béla,Male,2,http://ep.ngo.im/mepphoto/102887.jpg,KOVÁCS,"NA,NI"
Bulgaria,Andrey,Male,2,http://ep.ngo.im/mepphoto/97968.jpg,KOVATCHEV,PPE
Poland,"Paweł Robert",Male,2,http://ep.ngo.im/mepphoto/96793.jpg,KOWAL,ECR
Slovakia,Sergej,Male,2,http://ep.ngo.im/mepphoto/23873.jpg,KOZLÍK,ALDE
Poland,Jan,Male,2,http://ep.ngo.im/mepphoto/101954.jpg,KOZŁOWSKI,PPE
"Czech Republic",Edvard,Male,2,http://ep.ngo.im/mepphoto/96704.jpg,KOŽUŠNÍK,ECR
Germany,Holger,Male,2,http://ep.ngo.im/mepphoto/28247.jpg,KRAHMER,ALDE
Greece,Rodi,Female,1,http://ep.ngo.im/mepphoto/4482.jpg,KRATSA-TSAGAROPOULOU,PPE
Germany,"Constanze Angela",Female,1,http://ep.ngo.im/mepphoto/1854.jpg,KREHL,S&D
Germany,Wolfgang,Male,2,http://ep.ngo.im/mepphoto/1935.jpg,KREISSL-DÖRFLER,S&D
Germany,Werner,Male,2,http://ep.ngo.im/mepphoto/96767.jpg,KUHN,PPE
Slovakia,Eduard,Male,2,http://ep.ngo.im/mepphoto/96651.jpg,KUKAN,PPE
Poland,"Jacek Olgierd",Male,2,http://ep.ngo.im/mepphoto/96795.jpg,KURSKI,EFD
Italy,Giovanni,Male,2,http://ep.ngo.im/mepphoto/96816.jpg,"LA VIA",PPE
France,Alain,Male,2,http://ep.ngo.im/mepphoto/1204.jpg,LAMASSOURE,PPE
"United Kingdom",Jean,Female,1,http://ep.ngo.im/mepphoto/4531.jpg,LAMBERT,Verts/ALE
Belgium,Philippe,Male,2,http://ep.ngo.im/mepphoto/96648.jpg,LAMBERTS,Verts/ALE
Germany,"Alexander Graf",Male,2,http://ep.ngo.im/mepphoto/28242.jpg,LAMBSDORFF,ALDE
Lithuania,Vytautas,Male,2,http://ep.ngo.im/mepphoto/23746.jpg,LANDSBERGIS,PPE
Germany,Bernd,Male,2,http://ep.ngo.im/mepphoto/1909.jpg,LANGE,S&D
Netherlands,"Esther de",Female,1,http://ep.ngo.im/mepphoto/38398.jpg,LANGE,PPE
Germany,Werner,Male,2,http://ep.ngo.im/mepphoto/1928.jpg,LANGEN,PPE
France,Agnès,Female,1,http://ep.ngo.im/mepphoto/105849.jpg,"LE BRUN",PPE
France,Constance,Female,1,http://ep.ngo.im/mepphoto/101580.jpg,"LE GRIP",PPE
France,Jean-Marie,Male,2,http://ep.ngo.im/mepphoto/1023.jpg,"LE PEN","NA,NI"
France,Marine,Female,1,http://ep.ngo.im/mepphoto/28210.jpg,"LE PEN","NA,NI"
Poland,"Ryszard Antoni",Male,2,http://ep.ngo.im/mepphoto/96796.jpg,LEGUTKO,ECR
Germany,Klaus-Heiner,Male,2,http://ep.ngo.im/mepphoto/2224.jpg,LEHNE,PPE
Austria,Jörg,Male,2,http://ep.ngo.im/mepphoto/28251.jpg,LEICHTFRIED,S&D
Germany,Jo,Male,2,http://ep.ngo.im/mepphoto/4262.jpg,LEINEN,S&D
France,Corinne,Female,1,http://ep.ngo.im/mepphoto/97076.jpg,LEPAGE,ALDE
Poland,Bogusław,Male,2,http://ep.ngo.im/mepphoto/23768.jpg,LIBERADZKI,S&D
Austria,Eva,Female,1,http://ep.ngo.im/mepphoto/28253.jpg,LICHTENBERGER,Verts/ALE
Germany,Peter,Male,2,http://ep.ngo.im/mepphoto/1927.jpg,LIESE,PPE
Netherlands,"Kartika Tamara",Female,1,http://ep.ngo.im/mepphoto/28182.jpg,LIOTARD,GUE/NGL
Poland,Krzysztof,Male,2,http://ep.ngo.im/mepphoto/96788.jpg,LISEK,PPE
Germany,Barbara,Female,1,http://ep.ngo.im/mepphoto/96728.jpg,LOCHBIHLER,Verts/ALE
Spain,Verónica,Female,1,http://ep.ngo.im/mepphoto/96765.jpg,"LOPE FONTAGNÉ",PPE
Spain,"Juan Fernando",Male,2,http://ep.ngo.im/mepphoto/96812.jpg,"LÓPEZ AGUILAR",S&D
Spain,Antonio,Male,2,http://ep.ngo.im/mepphoto/28399.jpg,"LÓPEZ-ISTÚRIZ WHITE",PPE
Germany,Sabine,Female,1,http://ep.ngo.im/mepphoto/96854.jpg,LÖSING,GUE/NGL
Sweden,Isabella,Female,1,http://ep.ngo.im/mepphoto/96675.jpg,LÖVIN,Verts/ALE
Denmark,Morten,Male,2,http://ep.ngo.im/mepphoto/96709.jpg,LØKKEGAARD,ALDE
"United Kingdom","Baroness Sarah",Female,1,http://ep.ngo.im/mepphoto/4529.jpg,LUDFORD,ALDE
Sweden,Olle,Male,2,http://ep.ngo.im/mepphoto/96673.jpg,LUDVIGSSON,S&D
Romania,"Petru Constantin",Male,2,http://ep.ngo.im/mepphoto/96823.jpg,LUHAN,PPE
Luxembourg,Astrid,Female,1,http://ep.ngo.im/mepphoto/1186.jpg,LULLING,PPE
Austria,Ulrike,Female,1,http://ep.ngo.im/mepphoto/97017.jpg,LUNACEK,Verts/ALE
"United Kingdom",George,Male,2,http://ep.ngo.im/mepphoto/96959.jpg,LYON,ALDE
Bulgaria,Marusya,Female,1,http://ep.ngo.im/mepphoto/37524.jpg,LYUBCHEVA,S&D
Poland,"Elżbieta Katarzyna",Female,1,http://ep.ngo.im/mepphoto/96791.jpg,ŁUKACIJEWSKA,PPE
Romania,"Monica Luisa",Female,1,http://ep.ngo.im/mepphoto/96824.jpg,MACOVEI,PPE
Croatia,Ivana,Female,1,http://ep.ngo.im/mepphoto/119436.jpg,MALETIĆ,PPE
Bulgaria,"Svetoslav Hristov",Male,2,http://ep.ngo.im/mepphoto/111027.jpg,MALINOV,PPE
Netherlands,Toine,Male,2,http://ep.ngo.im/mepphoto/4560.jpg,MANDERS,ALDE
Slovakia,Vladimír,Male,2,http://ep.ngo.im/mepphoto/28192.jpg,MAŇKA,S&D
Germany,Thomas,Male,2,http://ep.ngo.im/mepphoto/1922.jpg,MANN,PPE
Poland,"Bogdan Kazimierz",Male,2,http://ep.ngo.im/mepphoto/96792.jpg,MARCINKIEWICZ,PPE
Romania,Marian-Jean,Male,2,http://ep.ngo.im/mepphoto/33982.jpg,MARINESCU,PPE
"United Kingdom",David,Male,2,http://ep.ngo.im/mepphoto/1403.jpg,MARTIN,S&D
Austria,Hans-Peter,Male,2,http://ep.ngo.im/mepphoto/4238.jpg,MARTIN,"NA,NI"
Spain,"Miguel Angel",Male,2,http://ep.ngo.im/mepphoto/4346.jpg,"MARTÍNEZ MARTÍNEZ",S&D
Spain,Antonio,Male,2,http://ep.ngo.im/mepphoto/28338.jpg,"MASIP HIDALGO",S&D
"Czech Republic",Jiří,Male,2,http://ep.ngo.im/mepphoto/23704.jpg,MAŠTÁLKA,GUE/NGL
Italy,Clemente,Male,2,http://ep.ngo.im/mepphoto/4462.jpg,MASTELLA,PPE
Italy,Barbara,Female,1,http://ep.ngo.im/mepphoto/96813.jpg,MATERA,PPE
France,Véronique,Female,1,http://ep.ngo.im/mepphoto/4412.jpg,"MATHIEU HOUILLON",PPE
Portugal,Marisa,Female,1,http://ep.ngo.im/mepphoto/96820.jpg,MATIAS,GUE/NGL
Spain,Gabriel,Male,2,http://ep.ngo.im/mepphoto/96936.jpg,"MATO ADROVER",PPE
Romania,Iosif,Male,2,http://ep.ngo.im/mepphoto/95017.jpg,MATULA,PPE
Germany,Hans-Peter,Male,2,http://ep.ngo.im/mepphoto/4275.jpg,MAYER,PPE
Spain,Jaime,Male,2,http://ep.ngo.im/mepphoto/28362.jpg,"MAYOR OREJA",PPE
Slovenia,Zofija,Female,1,http://ep.ngo.im/mepphoto/39916.jpg,"MAZEJ KUKOVIČ",PPE
Italy,Erminia,Female,1,http://ep.ngo.im/mepphoto/96817.jpg,MAZZONI,PPE
"United Kingdom",Linda,Female,1,http://ep.ngo.im/mepphoto/2327.jpg,McAVAN,S&D
"United Kingdom",Arlene,Female,1,http://ep.ngo.im/mepphoto/2173.jpg,McCARTHY,S&D
Ireland,Mairead,Female,1,http://ep.ngo.im/mepphoto/28115.jpg,McGUINNESS,PPE
"United Kingdom",Anthea,Female,1,http://ep.ngo.im/mepphoto/111011.jpg,McINTYRE,ECR
"United Kingdom",Edward,Male,2,http://ep.ngo.im/mepphoto/1405.jpg,McMILLAN-SCOTT,ALDE
Germany,Gesine,Female,1,http://ep.ngo.im/mepphoto/96870.jpg,MEISSNER,ALDE
France,Jean-Luc,Male,2,http://ep.ngo.im/mepphoto/96742.jpg,MÉLENCHON,GUE/NGL
Spain,Emilio,Male,2,http://ep.ngo.im/mepphoto/4348.jpg,"MENÉNDEZ del VALLE",S&D
Denmark,Morten,Male,2,http://ep.ngo.im/mepphoto/96663.jpg,MESSERSCHMIDT,EFD
Slovakia,Alajos,Male,2,http://ep.ngo.im/mepphoto/96652.jpg,MÉSZÁROS,PPE
Malta,Roberta,Female,1,http://ep.ngo.im/mepphoto/118859.jpg,METSOLA,PPE
Spain,Willy,Male,2,http://ep.ngo.im/mepphoto/28407.jpg,MEYER,GUE/NGL
Belgium,Louis,Male,2,http://ep.ngo.im/mepphoto/96670.jpg,MICHEL,ALDE
Germany,Martina,Female,1,http://ep.ngo.im/mepphoto/120478.jpg,MICHELS,GUE/NGL
Slovakia,Miroslav,Male,2,http://ep.ngo.im/mepphoto/28178.jpg,MIKOLÁŠIK,PPE
Italy,Guido,Male,2,http://ep.ngo.im/mepphoto/97020.jpg,MILANA,S&D
Spain,"Francisco José",Male,2,http://ep.ngo.im/mepphoto/28400.jpg,"MILLÁN MON",PPE
Latvia,Alexander,Male,2,http://ep.ngo.im/mepphoto/96999.jpg,MIRSKY,S&D
Ireland,Gay,Male,2,http://ep.ngo.im/mepphoto/28112.jpg,MITCHELL,PPE
Malta,Marlene,Female,1,http://ep.ngo.im/mepphoto/118858.jpg,MIZZI,S&D
Austria,Andreas,Male,2,http://ep.ngo.im/mepphoto/28255.jpg,MÖLZER,"NA,NI"
"United Kingdom",Claude,Male,2,http://ep.ngo.im/mepphoto/4519.jpg,MORAES,S&D
Portugal,Vital,Male,2,http://ep.ngo.im/mepphoto/96930.jpg,MOREIRA,S&D
France,Elisabeth,Female,1,http://ep.ngo.im/mepphoto/38596.jpg,MORIN-CHARTIER,PPE
Lithuania,Radvilė,Female,1,http://ep.ngo.im/mepphoto/96695.jpg,MORKŪNAITĖ-MIKULĖNIENĖ,PPE
Hungary,Krisztina,Female,1,http://ep.ngo.im/mepphoto/96661.jpg,MORVAI,"NA,NI"
Italy,Tiziano,Male,2,http://ep.ngo.im/mepphoto/96760.jpg,MOTTI,PPE
Netherlands,Jan,Male,2,http://ep.ngo.im/mepphoto/1965.jpg,MULDER,ALDE
Spain,María,Female,1,http://ep.ngo.im/mepphoto/96701.jpg,"MUÑIZ DE URQUIZA",S&D
Ireland,Paul,Male,2,http://ep.ngo.im/mepphoto/97344.jpg,MURPHY,GUE/NGL
Italy,Cristiana,Female,1,http://ep.ngo.im/mepphoto/1073.jpg,MUSCARDINI,ECR
"Czech Republic",Vojtěch,Male,2,http://ep.ngo.im/mepphoto/114873.jpg,MYNÁŘ,S&D
Spain,"Juan Andrés",Male,2,http://ep.ngo.im/mepphoto/5537.jpg,"NARANJO ESCOBAR",PPE
"United Kingdom",Mike,Male,2,http://ep.ngo.im/mepphoto/28506.jpg,NATTRASS,EFD
Germany,Norbert,Male,2,http://ep.ngo.im/mepphoto/96844.jpg,NEUSER,S&D
Slovakia,Katarína,Female,1,http://ep.ngo.im/mepphoto/96653.jpg,NEVEĎALOVÁ,S&D
"United Kingdom",Bill,Male,2,http://ep.ngo.im/mepphoto/1394.jpg,"NEWTON DUNN",ALDE
Bulgaria,Nadezhda,Female,1,http://ep.ngo.im/mepphoto/96861.jpg,NEYNSKY,PPE
Belgium,Annemie,Female,1,http://ep.ngo.im/mepphoto/1946.jpg,NEYTS-UYTTEBROECK,ALDE
"United Kingdom",James,Male,2,http://ep.ngo.im/mepphoto/1318.jpg,NICHOLSON,ECR
Romania,Norica,Female,1,http://ep.ngo.im/mepphoto/96825.jpg,NICOLAI,ALDE
Romania,Rareş-Lucian,Male,2,http://ep.ngo.im/mepphoto/39714.jpg,NICULESCU,PPE
Germany,Angelika,Female,1,http://ep.ngo.im/mepphoto/4289.jpg,NIEBLER,PPE
Sweden,Jens,Male,2,http://ep.ngo.im/mepphoto/111024.jpg,NILSSON,S&D
Netherlands,"Lambert van",Male,2,http://ep.ngo.im/mepphoto/28165.jpg,NISTELROOIJ,PPE
Poland,Sławomir,Male,2,http://ep.ngo.im/mepphoto/96794.jpg,NITRAS,PPE
"United Kingdom",Paul,Male,2,http://ep.ngo.im/mepphoto/96805.jpg,NUTTALL,EFD
Austria,Franz,Male,2,http://ep.ngo.im/mepphoto/96981.jpg,OBERMAYR,"NA,NI"
Spain,Raimon,Male,2,http://ep.ngo.im/mepphoto/4328.jpg,OBIOLS,S&D
Estonia,Kristiina,Female,1,http://ep.ngo.im/mepphoto/97230.jpg,OJULAND,ALDE
Poland,"Wojciech Michał",Male,2,http://ep.ngo.im/mepphoto/96783.jpg,OLEJNICZAK,S&D
France,Younous,Male,2,http://ep.ngo.im/mepphoto/30482.jpg,OMARJEE,GUE/NGL
Netherlands,Ria,Female,1,http://ep.ngo.im/mepphoto/1122.jpg,OOMEN-RUIJTEN,PPE
Spain,Eva,Female,1,http://ep.ngo.im/mepphoto/111019.jpg,"ORTIZ VILELLA",PPE
Hungary,Csaba,Male,2,http://ep.ngo.im/mepphoto/23819.jpg,ŐRY,PPE
"Czech Republic",Miroslav,Male,2,http://ep.ngo.im/mepphoto/23705.jpg,OUZKÝ,ECR
Estonia,Siiri,Female,1,http://ep.ngo.im/mepphoto/26829.jpg,OVIIR,ALDE
Germany,Doris,Female,1,http://ep.ngo.im/mepphoto/1191.jpg,PACK,PPE
Estonia,Ivari,Male,2,http://ep.ngo.im/mepphoto/97025.jpg,PADAR,S&D
Finland,Riikka,Female,1,http://ep.ngo.im/mepphoto/96685.jpg,PAKARINEN,ALDE
Lithuania,Rolandas,Male,2,http://ep.ngo.im/mepphoto/96694.jpg,PAKSAS,EFD
Lithuania,"Justas Vincas",Male,2,http://ep.ngo.im/mepphoto/28279.jpg,PALECKIS,S&D
Greece,Chrysoula,Female,1,http://ep.ngo.im/mepphoto/97007.jpg,PALIADELI,S&D
Italy,Alfredo,Male,2,http://ep.ngo.im/mepphoto/97197.jpg,PALLONE,PPE
Bulgaria,"Vladko Todorov",Male,2,http://ep.ngo.im/mepphoto/38602.jpg,PANAYOTOV,ALDE
Bulgaria,Monika,Female,1,http://ep.ngo.im/mepphoto/116663.jpg,PANAYOTOVA,PPE
Italy,"Pier Antonio",Male,2,http://ep.ngo.im/mepphoto/28365.jpg,PANZERI,S&D
Cyprus,Antigoni,Female,1,http://ep.ngo.im/mepphoto/97050.jpg,PAPADOPOULOU,S&D
Greece,Georgios,Male,2,http://ep.ngo.im/mepphoto/96900.jpg,PAPANIKOLAOU,PPE
Greece,Georgios,Male,2,http://ep.ngo.im/mepphoto/28572.jpg,PAPASTAMKOS,PPE
France,Gilles,Male,2,http://ep.ngo.im/mepphoto/96948.jpg,PARGNEAUX,S&D
Bulgaria,Antonyia,Female,1,http://ep.ngo.im/mepphoto/34234.jpg,PARVANOVA,ALDE
Romania,"Ioan Mircea",Male,2,http://ep.ngo.im/mepphoto/33984.jpg,PAŞCU,S&D
Slovakia,Jaroslav,Male,2,http://ep.ngo.im/mepphoto/96654.jpg,PAŠKA,EFD
Portugal,"Maria do Céu",Female,1,http://ep.ngo.im/mepphoto/96902.jpg,"PATRÃO NEVES",PPE
Italy,Aldo,Male,2,http://ep.ngo.im/mepphoto/36392.jpg,PATRICIELLO,PPE
Sweden,Marit,Female,1,http://ep.ngo.im/mepphoto/4270.jpg,PAULSEN,ALDE
Spain,Andrés,Male,2,http://ep.ngo.im/mepphoto/96989.jpg,"PERELLÓ RODRÍGUEZ",S&D
Slovenia,Alojz,Male,2,http://ep.ngo.im/mepphoto/23693.jpg,PETERLE,PPE
Croatia,Sandra,Female,1,http://ep.ngo.im/mepphoto/119441.jpg,"PETROVIĆ JAKOVINA",S&D
Croatia,Tonino,Male,2,http://ep.ngo.im/mepphoto/112744.jpg,PICULA,S&D
Germany,Markus,Male,2,http://ep.ngo.im/mepphoto/28224.jpg,PIEPER,PPE
Finland,Sirpa,Female,1,http://ep.ngo.im/mepphoto/40599.jpg,PIETIKÄINEN,PPE
Poland,Mirosław,Male,2,http://ep.ngo.im/mepphoto/28341.jpg,PIOTROWSKI,ECR
Italy,Mario,Male,2,http://ep.ngo.im/mepphoto/96890.jpg,PIRILLO,S&D
Austria,Hubert,Male,2,http://ep.ngo.im/mepphoto/2307.jpg,PIRKER,PPE
Cyprus,Andreas,Male,2,http://ep.ngo.im/mepphoto/118144.jpg,PITSILLIDES,PPE
Italy,Gianni,Male,2,http://ep.ngo.im/mepphoto/4436.jpg,PITTELLA,S&D
Croatia,Andrej,Male,2,http://ep.ngo.im/mepphoto/112755.jpg,PLENKOVIĆ,PPE
"Czech Republic",Pavel,Male,2,http://ep.ngo.im/mepphoto/96715.jpg,POC,S&D
Greece,Anni,Female,1,http://ep.ngo.im/mepphoto/39317.jpg,PODIMATA,S&D
France,Maurice,Male,2,http://ep.ngo.im/mepphoto/96931.jpg,PONGA,PPE
Poland,"Tomasz Piotr",Male,2,http://ep.ngo.im/mepphoto/96801.jpg,PORĘBA,ECR
Germany,Bernd,Male,2,http://ep.ngo.im/mepphoto/2229.jpg,POSSELT,PPE
Germany,Hans-Gert,Male,2,http://ep.ngo.im/mepphoto/1253.jpg,PÖTTERING,PPE
Greece,Konstantinos,Male,2,http://ep.ngo.im/mepphoto/96658.jpg,POUPAKIS,PPE
Romania,"Cristian Dan",Male,2,http://ep.ngo.im/mepphoto/96838.jpg,PREDA,PPE
Ireland,Phil,Female,1,http://ep.ngo.im/mepphoto/107386.jpg,PRENDERGAST,S&D
