country,first_name,gender,gender_id,image_URL,last_name,party
Italy,Vittorio,Male,2,http://ep.ngo.im/mepphoto/28370.jpg,PRODI,S&D
Poland,Jacek,Male,2,http://ep.ngo.im/mepphoto/23782.jpg,PROTASIEWICZ,PPE
France,Franck,Male,2,http://ep.ngo.im/mepphoto/108080.jpg,PROUST,PPE
Italy,Fiorello,Male,2,http://ep.ngo.im/mepphoto/96994.jpg,PROVERA,EFD
Germany,Godelieve,Female,1,http://ep.ngo.im/mepphoto/1055.jpg,QUISTHOUDT-ROWOHL,PPE
Portugal,Paulo,Male,2,http://ep.ngo.im/mepphoto/96903.jpg,RANGEL,PPE
"Czech Republic",Miloslav,Male,2,http://ep.ngo.im/mepphoto/23706.jpg,RANSDORF,GUE/NGL
Germany,Bernhard,Male,2,http://ep.ngo.im/mepphoto/1906.jpg,RAPKAY,S&D
Greece,Sylvana,Female,1,http://ep.ngo.im/mepphoto/96925.jpg,RAPTI,S&D
Austria,Evelyn,Female,1,http://ep.ngo.im/mepphoto/96998.jpg,REGNER,S&D
Germany,Britta,Female,1,http://ep.ngo.im/mepphoto/96875.jpg,REIMERS,ALDE
"Czech Republic",Vladimír,Male,2,http://ep.ngo.im/mepphoto/28330.jpg,REMEK,GUE/NGL
Finland,Mitro,Male,2,http://ep.ngo.im/mepphoto/96686.jpg,REPO,S&D
Germany,Herbert,Male,2,http://ep.ngo.im/mepphoto/28225.jpg,REUL,PPE
Spain,Teresa,Female,1,http://ep.ngo.im/mepphoto/28349.jpg,"RIERA MADURELL",S&D
Belgium,Frédérique,Female,1,http://ep.ngo.im/mepphoto/4253.jpg,RIES,ALDE
Italy,Niccolò,Male,2,http://ep.ngo.im/mepphoto/97229.jpg,RINALDI,ALDE
France,Michèle,Female,1,http://ep.ngo.im/mepphoto/96743.jpg,RIVASI,Verts/ALE
Italy,Crescenzio,Male,2,http://ep.ngo.im/mepphoto/97199.jpg,RIVELLINI,PPE
France,Jean,Male,2,http://ep.ngo.im/mepphoto/111068.jpg,ROATTA,PPE
France,Robert,Male,2,http://ep.ngo.im/mepphoto/97022.jpg,ROCHEFORT,ALDE
Germany,Ulrike,Female,1,http://ep.ngo.im/mepphoto/93624.jpg,RODUST,S&D
Denmark,Jens,Male,2,http://ep.ngo.im/mepphoto/96710.jpg,ROHDE,ALDE
"Czech Republic",Zuzana,Female,1,http://ep.ngo.im/mepphoto/28352.jpg,ROITHOVÁ,PPE
Spain,Carmen,Female,1,http://ep.ngo.im/mepphoto/96990.jpg,"ROMERO LÓPEZ",S&D
Spain,Raül,Male,2,http://ep.ngo.im/mepphoto/28409.jpg,"ROMEVA i RUEDA",Verts/ALE
Italy,Licia,Female,1,http://ep.ngo.im/mepphoto/96819.jpg,RONZULLI,PPE
Denmark,Anna,Female,1,http://ep.ngo.im/mepphoto/96664.jpg,ROSBACH,ECR
Italy,Oreste,Male,2,http://ep.ngo.im/mepphoto/97196.jpg,ROSSI,PPE
Germany,Dagmar,Female,1,http://ep.ngo.im/mepphoto/1183.jpg,ROTH-BEHRENDT,S&D
"Czech Republic",Libor,Male,2,http://ep.ngo.im/mepphoto/23707.jpg,ROUČEK,S&D
Austria,Paul,Male,2,http://ep.ngo.im/mepphoto/2278.jpg,RÜBIG,PPE
Latvia,Alfreds,Male,2,http://ep.ngo.im/mepphoto/96988.jpg,RUBIKS,GUE/NGL
Germany,Heide,Female,1,http://ep.ngo.im/mepphoto/4294.jpg,RÜHLE,Verts/ALE
Latvia,Kārlis,Male,2,http://ep.ngo.im/mepphoto/111033.jpg,ŠADURSKIS,PPE
France,Tokia,Female,1,http://ep.ngo.im/mepphoto/4345.jpg,SAÏFI,PPE
Spain,"José Ignacio",Male,2,http://ep.ngo.im/mepphoto/2002.jpg,"SALAFRANCA SÁNCHEZ-NEYRA",PPE
Italy,Potito,Male,2,http://ep.ngo.im/mepphoto/96889.jpg,SALATTO,PPE
Greece,Nikolaos,Male,2,http://ep.ngo.im/mepphoto/99416.jpg,SALAVRAKOS,EFD
Italy,Matteo,Male,2,http://ep.ngo.im/mepphoto/28404.jpg,SALVINI,EFD
Spain,Antolín,Male,2,http://ep.ngo.im/mepphoto/28295.jpg,"SÁNCHEZ PRESEDO",S&D
France,Marie-Thérèse,Female,1,http://ep.ngo.im/mepphoto/96746.jpg,SANCHEZ-SCHMID,PPE
Romania,"Daciana Octavia",Female,1,http://ep.ngo.im/mepphoto/33989.jpg,SÂRBU,S&D
Netherlands,Judith,Female,1,http://ep.ngo.im/mepphoto/96815.jpg,SARGENTINI,Verts/ALE
France,"Marielle de",Female,1,http://ep.ngo.im/mepphoto/4335.jpg,SARNEZ,ALDE
Italy,Amalia,Female,1,http://ep.ngo.im/mepphoto/4423.jpg,SARTORI,PPE
Finland,Petri,Male,2,http://ep.ngo.im/mepphoto/112611.jpg,SARVAMAA,PPE
Poland,Jacek,Male,2,http://ep.ngo.im/mepphoto/28297.jpg,SARYUSZ-WOLSKI,PPE
Italy,David-Maria,Male,2,http://ep.ngo.im/mepphoto/96864.jpg,SASSOLI,S&D
Lithuania,Algirdas,Male,2,http://ep.ngo.im/mepphoto/96696.jpg,SAUDARGAS,PPE
Estonia,Vilja,Female,1,http://ep.ngo.im/mepphoto/97308.jpg,SAVISAAR-TOOMAST,ALDE
Netherlands,Marietje,Female,1,http://ep.ngo.im/mepphoto/96945.jpg,SCHAAKE,ALDE
Denmark,Christel,Female,1,http://ep.ngo.im/mepphoto/37312.jpg,SCHALDEMOSE,S&D
Sweden,Carl,Male,2,http://ep.ngo.im/mepphoto/28139.jpg,SCHLYTER,Verts/ALE
Sweden,Olle,Male,2,http://ep.ngo.im/mepphoto/4274.jpg,SCHMIDT,ALDE
Germany,Horst,Male,2,http://ep.ngo.im/mepphoto/1930.jpg,SCHNELLHARDT,PPE
Germany,Birgit,Female,1,http://ep.ngo.im/mepphoto/96827.jpg,SCHNIEBER-JASTRAM,PPE
Germany,Helmut,Male,2,http://ep.ngo.im/mepphoto/96646.jpg,SCHOLZ,GUE/NGL
Hungary,György,Male,2,http://ep.ngo.im/mepphoto/28135.jpg,SCHÖPFLIN,PPE
Germany,Elisabeth,Female,1,http://ep.ngo.im/mepphoto/1933.jpg,SCHROEDTER,Verts/ALE
Germany,Martin,Male,2,http://ep.ngo.im/mepphoto/1911.jpg,SCHULZ,S&D
Germany,Werner,Male,2,http://ep.ngo.im/mepphoto/96731.jpg,SCHULZ,Verts/ALE
Germany,Andreas,Male,2,http://ep.ngo.im/mepphoto/28223.jpg,SCHWAB,PPE
Italy,Giancarlo,Male,2,http://ep.ngo.im/mepphoto/96996.jpg,SCOTTÀ,EFD
Italy,Marco,Male,2,http://ep.ngo.im/mepphoto/96843.jpg,SCURRIA,PPE
Spain,Salvador,Male,2,http://ep.ngo.im/mepphoto/111018.jpg,"SEDÓ i ALABART",PPE
Austria,Richard,Male,2,http://ep.ngo.im/mepphoto/28252.jpg,SEEBER,PPE
"Czech Republic",Olga,Female,1,http://ep.ngo.im/mepphoto/96718.jpg,SEHNALOVÁ,S&D
Poland,Joanna,Female,1,http://ep.ngo.im/mepphoto/96789.jpg,SENYSZYN,S&D
Romania,Adrian,Male,2,http://ep.ngo.im/mepphoto/33990.jpg,SEVERIN,"NA,NI"
Poland,"Czesław Adam",Male,2,http://ep.ngo.im/mepphoto/23787.jpg,SIEKIERSKI,PPE
Romania,"Ovidiu Ioan",Male,2,http://ep.ngo.im/mepphoto/33991.jpg,SILAGHI,ALDE
Italy,"Sergio Paolo Francesco",Male,2,http://ep.ngo.im/mepphoto/96755.jpg,SILVESTRIS,PPE
Germany,Peter,Male,2,http://ep.ngo.im/mepphoto/96836.jpg,SIMON,S&D
"United Kingdom",Brian,Male,2,http://ep.ngo.im/mepphoto/1309.jpg,SIMPSON,S&D
"United Kingdom",Nicole,Female,1,http://ep.ngo.im/mepphoto/96960.jpg,SINCLAIRE,"NA,NI"
Germany,Birgit,Female,1,http://ep.ngo.im/mepphoto/96932.jpg,SIPPEL,S&D
Poland,Marek,Male,2,http://ep.ngo.im/mepphoto/28380.jpg,SIWIEC,S&D
"United Kingdom",Peter,Male,2,http://ep.ngo.im/mepphoto/2081.jpg,SKINNER,S&D
Poland,"Joanna Katarzyna",Female,1,http://ep.ngo.im/mepphoto/96770.jpg,SKRZYDLEWSKA,PPE
"United Kingdom",Alyn,Male,2,http://ep.ngo.im/mepphoto/28508.jpg,SMITH,Verts/ALE
Slovakia,Monika,Female,1,http://ep.ngo.im/mepphoto/96655.jpg,SMOLKOVÁ,S&D
Romania,Csaba,Male,2,http://ep.ngo.im/mepphoto/39724.jpg,SÓGOR,PPE
Germany,Renate,Female,1,http://ep.ngo.im/mepphoto/4282.jpg,SOMMER,PPE
Poland,Bogusław,Male,2,http://ep.ngo.im/mepphoto/28299.jpg,SONIK,PPE
Cyprus,Sophocles,Male,2,http://ep.ngo.im/mepphoto/114840.jpg,SOPHOCLEOUS,S&D
Spain,Francisco,Male,2,http://ep.ngo.im/mepphoto/97170.jpg,"SOSA WAGNER","NA,NI"
Portugal,Alda,Female,1,http://ep.ngo.im/mepphoto/113487.jpg,SOUSA,GUE/NGL
Denmark,"Søren Bo",Male,2,http://ep.ngo.im/mepphoto/37676.jpg,SØNDERGAARD,GUE/NGL
Italy,"Francesco Enrico",Male,2,http://ep.ngo.im/mepphoto/997.jpg,SPERONI,EFD
Austria,Ewald,Male,2,http://ep.ngo.im/mepphoto/111026.jpg,STADLER,"NA,NI"
Belgium,Bart,Male,2,http://ep.ngo.im/mepphoto/4751.jpg,STAES,Verts/ALE
Germany,Gabriele,Female,1,http://ep.ngo.im/mepphoto/4293.jpg,STAUNER,PPE
Greece,Georgios,Male,2,http://ep.ngo.im/mepphoto/97008.jpg,STAVRAKAKIS,S&D
Germany,Jutta,Female,1,http://ep.ngo.im/mepphoto/96831.jpg,STEINRUCK,S&D
"United Kingdom",Struan,Male,2,http://ep.ngo.im/mepphoto/4546.jpg,STEVENSON,ECR
Croatia,"Davor Ivo",Male,2,http://ep.ngo.im/mepphoto/119435.jpg,STIER,PPE
"United Kingdom",Catherine,Female,1,http://ep.ngo.im/mepphoto/4545.jpg,STIHLER,S&D
Netherlands,"Daniël van der",Male,2,http://ep.ngo.im/mepphoto/96946.jpg,STOEP,"NA,NI"
Romania,"Theodor Dumitru",Male,2,http://ep.ngo.im/mepphoto/39721.jpg,STOLOJAN,PPE
Bulgaria,Dimitar,Male,2,http://ep.ngo.im/mepphoto/34254.jpg,STOYANOV,"NA,NI"
"Czech Republic",Ivo,Male,2,http://ep.ngo.im/mepphoto/28320.jpg,STREJČEK,ECR
"United Kingdom",Robert,Male,2,http://ep.ngo.im/mepphoto/2037.jpg,STURDY,ECR
Croatia,Dubravka,Female,1,http://ep.ngo.im/mepphoto/119434.jpg,ŠUICA,PPE
Hungary,László,Male,2,http://ep.ngo.im/mepphoto/23820.jpg,SURJÁN,PPE
Sweden,Alf,Male,2,http://ep.ngo.im/mepphoto/96678.jpg,SVENSSON,PPE
"United Kingdom",Kay,Female,1,http://ep.ngo.im/mepphoto/96920.jpg,SWINBURNE,ECR
Austria,Hannes,Male,2,http://ep.ngo.im/mepphoto/2295.jpg,SWOBODA,S&D
Hungary,József,Male,2,http://ep.ngo.im/mepphoto/23821.jpg,SZÁJER,PPE
Hungary,Csanád,Male,2,http://ep.ngo.im/mepphoto/96855.jpg,SZEGEDI,"NA,NI"
Poland,Konrad,Male,2,http://ep.ngo.im/mepphoto/28358.jpg,SZYMAŃSKI,ECR
Hungary,"Csaba Sándor",Male,2,http://ep.ngo.im/mepphoto/23808.jpg,TABAJDI,S&D
Finland,Hannu,Male,2,http://ep.ngo.im/mepphoto/28316.jpg,TAKKULA,ALDE
Romania,"Claudiu Ciprian",Male,2,http://ep.ngo.im/mepphoto/96847.jpg,TĂNĂSESCU,S&D
"United Kingdom",Charles,Male,2,http://ep.ngo.im/mepphoto/4521.jpg,TANNOCK,ECR
Belgium,Marc,Male,2,http://ep.ngo.im/mepphoto/29579.jpg,TARABELLA,S&D
Estonia,Indrek,Male,2,http://ep.ngo.im/mepphoto/97136.jpg,TARAND,Verts/ALE
Italy,Salvatore,Male,2,http://ep.ngo.im/mepphoto/1945.jpg,TATARELLA,PPE
Portugal,Rui,Male,2,http://ep.ngo.im/mepphoto/96821.jpg,TAVARES,Verts/ALE
"United Kingdom",Keith,Male,2,http://ep.ngo.im/mepphoto/102931.jpg,TAYLOR,Verts/ALE
"United Kingdom",Rebecca,Female,1,http://ep.ngo.im/mepphoto/112620.jpg,TAYLOR,ALDE
Portugal,Nuno,Male,2,http://ep.ngo.im/mepphoto/96974.jpg,TEIXEIRA,PPE
Finland,Sampo,Male,2,http://ep.ngo.im/mepphoto/107385.jpg,TERHO,EFD
Germany,Alexandra,Female,1,http://ep.ngo.im/mepphoto/96874.jpg,THEIN,ALDE
Germany,Michael,Male,2,http://ep.ngo.im/mepphoto/96871.jpg,THEURER,ALDE
France,Isabelle,Female,1,http://ep.ngo.im/mepphoto/114279.jpg,THOMAS,S&D
Denmark,Britta,Female,1,http://ep.ngo.im/mepphoto/28153.jpg,THOMSEN,S&D
Poland,"Róża Gräfin von",Female,1,http://ep.ngo.im/mepphoto/96776.jpg,"THUN UND HOHENSTEIN",PPE
Belgium,Marianne,Female,1,http://ep.ngo.im/mepphoto/1832.jpg,THYSSEN,PPE
Romania,Silvia-Adriana,Female,1,http://ep.ngo.im/mepphoto/36281.jpg,ŢICĂU,S&D
France,Patrice,Male,2,http://ep.ngo.im/mepphoto/97026.jpg,TIROLIEN,S&D
Italy,Patrizia,Female,1,http://ep.ngo.im/mepphoto/28340.jpg,TOIA,S&D
Romania,László,Male,2,http://ep.ngo.im/mepphoto/39726.jpg,TŐKÉS,PPE
Lithuania,Valdemar,Male,2,http://ep.ngo.im/mepphoto/96697.jpg,TOMAŠEVSKI,ECR
Croatia,Ruža,Female,1,http://ep.ngo.im/mepphoto/119431.jpg,TOMAŠIĆ,ECR
Finland,Nils,Male,2,http://ep.ngo.im/mepphoto/114268.jpg,TORVALDS,ALDE
"Czech Republic",Evžen,Male,2,http://ep.ngo.im/mepphoto/96713.jpg,TOŠENOVSKÝ,ECR
Greece,Georgios,Male,2,http://ep.ngo.im/mepphoto/28584.jpg,TOUSSAS,GUE/NGL
France,Catherine,Female,1,http://ep.ngo.im/mepphoto/1129.jpg,TRAUTMANN,S&D
Italy,Gino,Male,2,http://ep.ngo.im/mepphoto/110987.jpg,TREMATERRA,PPE
Spain,Ramon,Male,2,http://ep.ngo.im/mepphoto/97203.jpg,"TREMOSA i BALCELLS",ALDE
Cyprus,Kyriacos,Male,2,http://ep.ngo.im/mepphoto/28514.jpg,TRIANTAPHYLLIDES,GUE/NGL
Germany,Helga,Female,1,http://ep.ngo.im/mepphoto/28240.jpg,TRÜPEL,Verts/ALE
Poland,Rafał,Male,2,http://ep.ngo.im/mepphoto/96773.jpg,TRZASKOWSKI,PPE
Luxembourg,Claude,Male,2,http://ep.ngo.im/mepphoto/4432.jpg,TURMES,Verts/ALE
Denmark,Emilie,Female,1,http://ep.ngo.im/mepphoto/96703.jpg,TURUNEN,S&D
Greece,Niki,Female,1,http://ep.ngo.im/mepphoto/96660.jpg,TZAVELA,EFD
Italy,Giommaria,Male,2,http://ep.ngo.im/mepphoto/97131.jpg,UGGIAS,ALDE
Germany,Thomas,Male,2,http://ep.ngo.im/mepphoto/28221.jpg,ULMER,PPE
Sweden,Marita,Female,1,http://ep.ngo.im/mepphoto/96672.jpg,ULVSKOG,S&D
Bulgaria,Vladimir,Male,2,http://ep.ngo.im/mepphoto/38601.jpg,URUTCHEV,PPE
Romania,Corneliu,Male,2,http://ep.ngo.im/mepphoto/96845.jpg,"VADIM TUDOR","NA,NI"
Latvia,Inese,Female,1,http://ep.ngo.im/mepphoto/28617.jpg,VAIDERE,PPE
Slovenia,Ivo,Male,2,http://ep.ngo.im/mepphoto/97019.jpg,VAJGL,ALDE
Romania,Adina-Ioana,Female,1,http://ep.ngo.im/mepphoto/37324.jpg,VĂLEAN,ALDE
Croatia,Oleg,Male,2,http://ep.ngo.im/mepphoto/119440.jpg,VALJALO,S&D
Belgium,Kathleen,Female,1,http://ep.ngo.im/mepphoto/5729.jpg,"VAN BREMPT",S&D
"United Kingdom",Geoffrey,Male,2,http://ep.ngo.im/mepphoto/4513.jpg,"VAN ORDEN",ECR
Belgium,Frank,Male,2,http://ep.ngo.im/mepphoto/1956.jpg,VANHECKE,EFD
Italy,Gianni,Male,2,http://ep.ngo.im/mepphoto/4398.jpg,VATTIMO,ALDE
"United Kingdom",Derek,Male,2,http://ep.ngo.im/mepphoto/96918.jpg,VAUGHAN,S&D
Netherlands,"Sophia in 't",Female,1,http://ep.ngo.im/mepphoto/28266.jpg,VELD,ALDE
France,Marie-Christine,Female,1,http://ep.ngo.im/mepphoto/96858.jpg,VERGIAT,GUE/NGL
France,Bernadette,Female,1,http://ep.ngo.im/mepphoto/28177.jpg,VERGNAUD,S&D
Germany,Sabine,Female,1,http://ep.ngo.im/mepphoto/96756.jpg,VERHEYEN,PPE
Belgium,Guy,Male,2,http://ep.ngo.im/mepphoto/97058.jpg,VERHOFSTADT,ALDE
Spain,Alejo,Male,2,http://ep.ngo.im/mepphoto/4308.jpg,VIDAL-QUADRAS,PPE
France,"Philippe de",Male,2,http://ep.ngo.im/mepphoto/2212.jpg,VILLIERS,EFD
Lithuania,Justina,Female,1,http://ep.ngo.im/mepphoto/30475.jpg,"VITKAUSKAITE BERNARD",ALDE
"Czech Republic",Oldřich,Male,2,http://ep.ngo.im/mepphoto/28323.jpg,VLASÁK,ECR
France,Dominique,Female,1,http://ep.ngo.im/mepphoto/5737.jpg,VLASTO,PPE
Germany,Axel,Male,2,http://ep.ngo.im/mepphoto/96761.jpg,VOSS,PPE
Croatia,Nikola,Male,2,http://ep.ngo.im/mepphoto/112760.jpg,VULJANIĆ,GUE/NGL
Poland,"Jarosław Leszek",Male,2,http://ep.ngo.im/mepphoto/96774.jpg,WAŁĘSA,PPE
"United Kingdom","Sir Graham",Male,2,http://ep.ngo.im/mepphoto/2155.jpg,WATSON,ALDE
France,Henri,Male,2,http://ep.ngo.im/mepphoto/2319.jpg,WEBER,S&D
Germany,Manfred,Male,2,http://ep.ngo.im/mepphoto/28229.jpg,WEBER,PPE
Romania,Renate,Female,1,http://ep.ngo.im/mepphoto/39713.jpg,WEBER,ALDE
Austria,Josef,Male,2,http://ep.ngo.im/mepphoto/111014.jpg,WEIDENHOLZER,S&D
Germany,Barbara,Female,1,http://ep.ngo.im/mepphoto/1907.jpg,WEILER,S&D
Austria,Angelika,Female,1,http://ep.ngo.im/mepphoto/97016.jpg,WERTHMANN,ALDE
Sweden,Åsa,Female,1,http://ep.ngo.im/mepphoto/28130.jpg,WESTLUND,S&D
Germany,Kerstin,Female,1,http://ep.ngo.im/mepphoto/96839.jpg,WESTPHAL,S&D
Germany,Rainer,Male,2,http://ep.ngo.im/mepphoto/2323.jpg,WIELAND,PPE
Sweden,Cecilia,Female,1,http://ep.ngo.im/mepphoto/96677.jpg,WIKSTRÖM,ALDE
"United Kingdom",Glenis,Female,1,http://ep.ngo.im/mepphoto/35743.jpg,WILLMOTT,S&D
Germany,Sabine,Female,1,http://ep.ngo.im/mepphoto/96741.jpg,WILS,GUE/NGL
Germany,Hermann,Male,2,http://ep.ngo.im/mepphoto/96764.jpg,WINKLER,PPE
Romania,Iuliu,Male,2,http://ep.ngo.im/mepphoto/39725.jpg,WINKLER,PPE
Poland,Jacek,Male,2,http://ep.ngo.im/mepphoto/96802.jpg,WŁOSOWICZ,EFD
Poland,Janusz,Male,2,http://ep.ngo.im/mepphoto/23784.jpg,WOJCIECHOWSKI,ECR
Netherlands,Corien,Female,1,http://ep.ngo.im/mepphoto/28167.jpg,WORTMANN-KOOL,PPE
Spain,Luis,Male,2,http://ep.ngo.im/mepphoto/28278.jpg,"YÁÑEZ-BARNUEVO GARCÍA",S&D
Slovakia,Anna,Female,1,http://ep.ngo.im/mepphoto/23894.jpg,ZÁBORSKÁ,PPE
"Czech Republic",Jan,Male,2,http://ep.ngo.im/mepphoto/23712.jpg,ZAHRADIL,ECR
Slovakia,Boris,Male,2,http://ep.ngo.im/mepphoto/96656.jpg,ZALA,S&D
Spain,Pablo,Male,2,http://ep.ngo.im/mepphoto/96763.jpg,"ZALBA BIDEGAIN",PPE
Poland,Paweł,Male,2,http://ep.ngo.im/mepphoto/96777.jpg,ZALEWSKI,PPE
Romania,"Dan Dumitru",Male,2,http://ep.ngo.im/mepphoto/117119.jpg,ZAMFIRESCU,"NA,NI"
Italy,Iva,Female,1,http://ep.ngo.im/mepphoto/41007.jpg,ZANICCHI,PPE
Italy,Andrea,Male,2,http://ep.ngo.im/mepphoto/108329.jpg,ZANONI,ALDE
Poland,Artur,Male,2,http://ep.ngo.im/mepphoto/96778.jpg,ZASADA,PPE
Latvia,Tatjana,Female,1,http://ep.ngo.im/mepphoto/28619.jpg,ŽDANOKA,Verts/ALE
Germany,Joachim,Male,2,http://ep.ngo.im/mepphoto/96762.jpg,ZELLER,PPE
Poland,"Janusz Władysław",Male,2,http://ep.ngo.im/mepphoto/96784.jpg,ZEMKE,S&D
France,Karim,Male,2,http://ep.ngo.im/mepphoto/113890.jpg,ZÉRIBI,Verts/ALE
Netherlands,Auke,Male,2,http://ep.ngo.im/mepphoto/103246.jpg,ZIJLSTRA,"NA,NI"
Latvia,Roberts,Male,2,http://ep.ngo.im/mepphoto/28615.jpg,ZĪLE,ECR
Germany,Gabriele,Female,1,http://ep.ngo.im/mepphoto/28248.jpg,ZIMMER,GUE/NGL
Poland,Zbigniew,Male,2,http://ep.ngo.im/mepphoto/96803.jpg,ZIOBRO,EFD
Portugal,"Inês Cristina",Female,1,http://ep.ngo.im/mepphoto/111589.jpg,ZUBER,GUE/NGL
Poland,Tadeusz,Male,2,http://ep.ngo.im/mepphoto/28301.jpg,ZWIEFKA,PPE
